prev,dens,urb,rur,y
42,2.8,230160,43840,43
43,2.8,230160,43840,43
43,2.8,230160,43840,43
43,2.8,230160,43840,43
43,2.8,230160,43840,43
43,2.8,230160,43840,43
43,2.8,230160,43840,43
43,2.8,230160,43840,44
44,2.8,230160,43840,44
44,2.8,230160,43840,44
44,2.8,230160,43840,49
49,2.8,230160,43840,52
52,2.8,230160,43840,52
52,2.8,230160,43840,53
53,2.8,230160,43840,53
53,2.8,230160,43840,73
73,2.8,230160,43840,74
74,2.8,230160,43840,74
74,2.8,230160,43840,74
74,2.8,230160,43840,77
77,2.8,230160,43840,81
81,2.8,230160,43840,90
90,2.8,230160,43840,90
90,2.8,230160,43840,97
97,2.8,230160,43840,99
99,2.8,230160,43840,103
103,2.8,230160,43840,103
103,2.8,230160,43840,108
108,2.8,230160,43840,115
115,2.8,230160,43840,135
135,2.8,230160,43840,239
239,2.8,230160,43840,437
437,2.8,230160,43840,549
549,2.8,230160,43840,555
555,2.8,230160,43840,649
649,2.8,230160,43840,687
687,2.8,230160,43840,687
687,2.8,230160,43840,744
744,2.8,230160,43840,836
836,2.8,230160,43840,837
837,2.8,230160,43840,847
847,2.8,230160,43840,932
932,2.8,230160,43840,941
941,2.8,230160,43840,941
941,2.8,230160,43840,946
946,2.8,230160,43840,960
960,2.8,230160,43840,963
963,2.8,230160,43840,964
964,2.8,230160,43840,973
973,2.8,230160,43840,990
990,2.8,230160,43840,990
990,2.8,230160,43840,1001
1001,2.8,230160,43840,1005
1005,2.8,230160,43840,1005
1005,2.8,230160,43840,1005
1005,2.8,230160,43840,1041
1041,2.8,230160,43840,1041
1041,2.8,230160,43840,1055
1055,2.8,230160,43840,1064
1064,2.8,230160,43840,1077
1077,2.8,230160,43840,1086
1086,2.8,230160,43840,1093
1093,2.8,230160,43840,1093
1093,2.8,230160,43840,1142
1142,2.8,230160,43840,1147
1147,2.8,230160,43840,1151
1151,2.8,230160,43840,1159
1159,2.8,230160,43840,1178
1178,2.8,230160,43840,1195
1195,2.8,230160,43840,1198
1198,2.8,230160,43840,1206
1206,2.8,230160,43840,1210
1210,2.8,230160,43840,1246
1246,2.8,230160,43840,1276
1276,2.8,230160,43840,1285
1285,2.8,230160,43840,1306
1306,2.8,230160,43840,1327
1327,2.8,230160,43840,1347
1347,2.8,230160,43840,1378
1378,2.8,230160,43840,1404
1404,2.8,230160,43840,1462
1462,2.8,230160,43840,1466
1466,2.8,230160,43840,1485
1485,2.8,230160,43840,1534
1534,2.8,230160,43840,1592
1592,2.8,230160,43840,1595
1595,2.8,230160,43840,1614
1614,2.8,230160,43840,1639
1639,2.8,230160,43840,1688
1688,2.8,230160,43840,1717
1717,2.8,230160,43840,1770
1770,2.8,230160,43840,1811
1811,2.8,230160,43840,1849
1849,2.8,230160,43840,1879
1879,2.8,230160,43840,1909
1909,2.8,230160,43840,1948
1948,2.8,230160,43840,1966
1966,2.8,230160,43840,2010
2010,2.8,230160,43840,2048
2048,2.8,230160,43840,2077
2077,2.8,230160,43840,2133
2133,2.8,230160,43840,2210
2210,2.8,230160,43840,2279
2279,2.8,230160,43840,2330
2330,2.8,230160,43840,2420
2420,2.8,230160,43840,2451
2451,2.8,230160,43840,2492
2492,2.8,230160,43840,2540
2540,2.8,230160,43840,2603
2603,2.8,230160,43840,2638
2638,2.8,230160,43840,2681
2681,2.8,230160,43840,2733
2733,2.8,230160,43840,2785
2785,2.8,230160,43840,2840
2840,2.8,230160,43840,2935
2935,2.8,230160,43840,2996
2996,2.8,230160,43840,3036
3036,2.8,230160,43840,3064
3064,2.8,230160,43840,3102
3102,2.8,230160,43840,3142
3142,2.8,230160,43840,3177
3177,2.8,230160,43840,3228
3228,2.8,230160,43840,3294
3294,2.8,230160,43840,3345
3345,2.8,230160,43840,3419
3419,2.8,230160,43840,3499
3499,2.8,230160,43840,3535
4,236,20069405,52557404,4
4,236,20069405,52557404,6
6,236,20069405,52557404,7
7,236,20069405,52557404,14
14,236,20069405,52557404,20
20,236,20069405,52557404,20
20,236,20069405,52557404,30
30,236,20069405,52557404,30
30,236,20069405,52557404,47
47,236,20069405,52557404,47
47,236,20069405,52557404,66
66,236,20069405,52557404,99
99,236,20069405,52557404,104
104,236,20069405,52557404,104
104,236,20069405,52557404,165
165,236,20069405,52557404,165
165,236,20069405,52557404,229
229,236,20069405,52557404,229
229,236,20069405,52557404,259
259,236,20069405,52557404,259
259,236,20069405,52557404,443
443,236,20069405,52557404,564
564,236,20069405,52557404,604
604,236,20069405,52557404,730
730,236,20069405,52557404,987
987,236,20069405,52557404,1120
1120,236,20069405,52557404,1308
1308,236,20069405,52557404,1355
1355,236,20069405,52557404,1407
1407,236,20069405,52557404,1485
1485,236,20069405,52557404,1540
1540,236,20069405,52557404,1592
1592,236,20069405,52557404,1695
1695,236,20069405,52557404,1852
1852,236,20069405,52557404,1952
1952,236,20069405,52557404,2096
2096,236,20069405,52557404,2168
2168,236,20069405,52557404,2368
2368,236,20069405,52557404,2561
2561,236,20069405,52557404,2660
2660,236,20069405,52557404,2719
2719,236,20069405,52557404,2719
2719,236,20069405,52557404,2846
2846,236,20069405,52557404,2942
2942,236,20069405,52557404,3049
3049,236,20069405,52557404,3049
3049,236,20069405,52557404,3138
3138,236,20069405,52557404,3252
3252,236,20069405,52557404,3341
3341,236,20069405,52557404,3614
3614,236,20069405,52557404,3614
3614,236,20069405,52557404,3785
3785,236,20069405,52557404,3986
3986,236,20069405,52557404,4173
4173,236,20069405,52557404,4426
4426,236,20069405,52557404,4595
4595,236,20069405,52557404,4789
4789,236,20069405,52557404,4977
4977,236,20069405,52557404,5236
5236,236,20069405,52557404,5465
5465,236,20069405,52557404,5735
5735,236,20069405,52557404,5981
5981,236,20069405,52557404,6170
6170,236,20069405,52557404,6371
6371,236,20069405,52557404,6665
6665,236,20069405,52557404,6859
6859,236,20069405,52557404,7024
7024,236,20069405,52557404,7261
7261,236,20069405,52557404,7453
7453,236,20069405,52557404,7645
7645,236,20069405,52557404,7891
7891,236,20069405,52557404,8089
8089,236,20069405,52557404,8283
8283,236,20069405,52557404,8420
8420,236,20069405,52557404,8588
8588,236,20069405,52557404,8762
8762,236,20069405,52557404,8996
8996,236,20069405,52557404,9228
9228,236,20069405,52557404,9401
9401,236,20069405,52557404,9638
9638,236,20069405,52557404,9849
9849,236,20069405,52557404,10049
10049,236,20069405,52557404,10241
10241,236,20069405,52557404,10443
10443,236,20069405,52557404,10641
10641,236,20069405,52557404,10802
10802,236,20069405,52557404,10935
10935,236,20069405,52557404,11083
11083,236,20069405,52557404,11244
11244,236,20069405,52557404,11426
11426,236,20069405,52557404,11582
11582,236,20069405,52557404,11724
11724,236,20069405,52557404,11903
11903,236,20069405,52557404,12078
12078,236,20069405,52557404,12261
12261,236,20069405,52557404,12448
12448,236,20069405,52557404,12596
12596,236,20069405,52557404,12798
12798,236,20069405,52557404,12965
12965,236,20069405,52557404,13186
13186,236,20069405,52557404,13370
13370,236,20069405,52557404,13593
13593,236,20069405,52557404,13861
13861,236,20069405,52557404,14106
14106,236,20069405,52557404,14297
14297,236,20069405,52557404,14604
14604,236,20069405,52557404,14930
14930,236,20069405,52557404,15284
15284,236,20069405,52557404,15627
15627,236,20069405,52557404,16036
16036,236,20069405,52557404,16341
16341,236,20069405,52557404,16657
16657,236,20069405,52557404,17201
17201,236,20069405,52557404,17632
17632,236,20069405,52557404,18207
18207,236,20069405,52557404,19005
19005,236,20069405,52557404,19643
19643,236,20069405,52557404,20378
20378,236,20069405,52557404,21081
21081,236,20069405,52557404,21763
21763,236,20069405,52557404,22600
22600,236,20069405,52557404,23310
23310,236,20069405,52557404,24095
24095,236,20069405,52557404,24842
24842,236,20069405,52557404,25474
25474,236,20069405,52557404,26210
26210,236,20069405,52557404,26926
26926,236,20069405,52557404,27800
27800,236,20069405,52557404,28589
28589,236,20069405,52557404,29217
29217,236,20069405,52557404,30134
30134,236,20069405,52557404,30968
30968,236,20069405,52557404,31806
31806,236,20069405,52557404,32614
32614,236,20069405,52557404,33535
33535,236,20069405,52557404,34285
34285,236,20069405,52557404,35082
35082,236,20069405,52557404,35734
35734,236,20069405,52557404,36564
36564,236,20069405,52557404,37298
37298,236,20069405,52557404,38157
38157,236,20069405,52557404,39025
39025,236,20069405,52557404,39891
39891,236,20069405,52557404,40734
40734,236,20069405,52557404,41604
41604,236,20069405,52557404,42618
42618,236,20069405,52557404,43414
43414,236,20069405,52557404,44433
44433,236,20069405,52557404,45455
45455,236,20069405,52557404,46385
46385,236,20069405,52557404,47375
47375,236,20069405,52557404,48351
48351,236,20069405,52557404,49493
49493,236,20069405,52557404,50640
50640,236,20069405,52557404,51866
51866,236,20069405,52557404,53129
53129,236,20069405,52557404,54421
54421,236,20069405,52557404,55800
55800,236,20069405,52557404,56864
56864,236,20069405,52557404,58181
58181,236,20069405,52557404,59433
59433,236,20069405,52557404,60875
60875,236,20069405,52557404,62433
62433,236,20069405,52557404,63965
63965,236,20069405,52557404,65490
65490,236,20069405,52557404,66914
66914,236,20069405,52557404,68586
68586,236,20069405,52557404,70244
70244,236,20069405,52557404,71880
71880,236,20069405,52557404,73574
73574,236,20069405,52557404,75459
75459,236,20069405,52557404,77323
77323,236,20069405,52557404,79192
79192,236,20069405,52557404,81379
81379,236,20069405,52557404,83619
83619,236,20069405,52557404,85966
85966,236,20069405,52557404,88247
88247,236,20069405,52557404,90730
90730,236,20069405,52557404,93053
93053,236,20069405,52557404,95515
2,365,50818259,61556074,5
5,365,50818259,61556074,2
2,365,50818259,61556074,11
11,365,50818259,61556074,14
14,365,50818259,61556074,14
14,365,50818259,61556074,32
32,365,50818259,61556074,32
32,365,50818259,61556074,39
39,365,50818259,61556074,42
42,365,50818259,61556074,47
47,365,50818259,61556074,52
52,365,50818259,61556074,63
63,365,50818259,61556074,67
67,365,50818259,61556074,74
74,365,50818259,61556074,89
89,365,50818259,61556074,128
128,365,50818259,61556074,124
124,365,50818259,61556074,130
130,365,50818259,61556074,180
180,365,50818259,61556074,186
186,365,50818259,61556074,198
198,365,50818259,61556074,216
216,365,50818259,61556074,302
302,365,50818259,61556074,335
335,365,50818259,61556074,335
335,365,50818259,61556074,490
490,365,50818259,61556074,490
490,365,50818259,61556074,748
748,365,50818259,61556074,868
868,365,50818259,61556074,1018
1018,365,50818259,61556074,1135
1135,365,50818259,61556074,1364
1364,365,50818259,61556074,1574
1574,365,50818259,61556074,1761
1761,365,50818259,61556074,1985
1985,365,50818259,61556074,2337
2337,365,50818259,61556074,2687
2687,365,50818259,61556074,2919
2919,365,50818259,61556074,3205
3205,365,50818259,61556074,3323
3323,365,50818259,61556074,3651
3651,365,50818259,61556074,4203
4203,365,50818259,61556074,4669
4669,365,50818259,61556074,5221
5221,365,50818259,61556074,5652
5652,365,50818259,61556074,6430
6430,365,50818259,61556074,6817
6817,365,50818259,61556074,7628
7628,365,50818259,61556074,8068
8068,365,50818259,61556074,8590
8590,365,50818259,61556074,9318
9318,365,50818259,61556074,9915
9915,365,50818259,61556074,10498
10498,365,50818259,61556074,11506
11506,365,50818259,61556074,12296
12296,365,50818259,61556074,12974
12974,365,50818259,61556074,14541
14541,365,50818259,61556074,15525
15525,365,50818259,61556074,16758
16758,365,50818259,61556074,17974
17974,365,50818259,61556074,19063
19063,365,50818259,61556074,20228
20228,365,50818259,61556074,22171
22171,365,50818259,61556074,23401
23401,365,50818259,61556074,24427
24427,365,50818259,61556074,25922
25922,365,50818259,61556074,27524
27524,365,50818259,61556074,29100
29100,365,50818259,61556074,30706
30706,365,50818259,61556074,33053
33053,365,50818259,61556074,35058
35058,365,50818259,61556074,37136
37136,365,50818259,61556074,39297
39297,365,50818259,61556074,41642
41642,365,50818259,61556074,44582
44582,365,50818259,61556074,47190
47190,365,50818259,61556074,50231
50231,365,50818259,61556074,52667
52667,365,50818259,61556074,54758
54758,365,50818259,61556074,56948
56948,365,50818259,61556074,59546
59546,365,50818259,61556074,62228
62228,365,50818259,61556074,65168
65168,365,50818259,61556074,67655
67655,365,50818259,61556074,70013
70013,365,50818259,61556074,72300
72300,365,50818259,61556074,74860
74860,365,50818259,61556074,77793
77793,365,50818259,61556074,80229
80229,365,50818259,61556074,82968
82968,365,50818259,61556074,85975
85975,365,50818259,61556074,88528
88528,365,50818259,61556074,90787
90787,365,50818259,61556074,94041
94041,365,50818259,61556074,97648
97648,365,50818259,61556074,101141
101141,365,50818259,61556074,104568
104568,365,50818259,61556074,107958
107958,365,50818259,61556074,110744
110744,365,50818259,61556074,113445
113445,365,50818259,61556074,116752
116752,365,50818259,61556074,120504
120504,365,50818259,61556074,124331
124331,365,50818259,61556074,128205
128205,365,50818259,61556074,132075
132075,365,50818259,61556074,135796
135796,365,50818259,61556074,139010
139010,365,50818259,61556074,142900
142900,365,50818259,61556074,147741
147741,365,50818259,61556074,152765
152765,365,50818259,61556074,159133
159133,365,50818259,61556074,164626
164626,365,50818259,61556074,169883
169883,365,50818259,61556074,174761
174761,365,50818259,61556074,180298
180298,365,50818259,61556074,186626
186626,365,50818259,61556074,192990
192990,365,50818259,61556074,200064
200064,365,50818259,61556074,206619
206619,365,50818259,61556074,211987
211987,365,50818259,61556074,217121
217121,365,50818259,61556074,223724
223724,365,50818259,61556074,230599
230599,365,50818259,61556074,238461
238461,365,50818259,61556074,246600
246600,365,50818259,61556074,254427
254427,365,50818259,61556074,260924
260924,365,50818259,61556074,267665
267665,365,50818259,61556074,275640
275640,365,50818259,61556074,284281
284281,365,50818259,61556074,292589
292589,365,50818259,61556074,300937
300937,365,50818259,61556074,310455
310455,365,50818259,61556074,318695
318695,365,50818259,61556074,327031
327031,365,50818259,61556074,337607
337607,365,50818259,61556074,347502
347502,365,50818259,61556074,357117
357117,365,50818259,61556074,366368
366368,365,50818259,61556074,375799
375799,365,50818259,61556074,383723
383723,365,50818259,61556074,391440
391440,365,50818259,61556074,400651
400651,365,50818259,61556074,411798
411798,365,50818259,61556074,422118
422118,365,50818259,61556074,431719
431719,365,50818259,61556074,441228
441228,365,50818259,61556074,450196
450196,365,50818259,61556074,457956
457956,365,50818259,61556074,468265
468265,365,50818259,61556074,479779
479779,365,50818259,61556074,490262
490262,365,50818259,61556074,503084
503084,365,50818259,61556074,515332
515332,365,50818259,61556074,524513
524513,365,50818259,61556074,535601
535601,365,50818259,61556074,548313
548313,365,50818259,61556074,560126
560126,365,50818259,61556074,572734
572734,365,50818259,61556074,584754
584754,365,50818259,61556074,595865
595865,365,50818259,61556074,604358
604358,365,50818259,61556074,615477
615477,365,50818259,61556074,628642
628642,365,50818259,61556074,643289
643289,365,50818259,61556074,657450
657450,365,50818259,61556074,671942
671942,365,50818259,61556074,682383
682383,365,50818259,61556074,693398
693398,365,50818259,61556074,703823
703823,365,50818259,61556074,718711
718711,365,50818259,61556074,733568
733568,365,50818259,61556074,747995
747995,365,50818259,61556074,764281
764281,365,50818259,61556074,780689
780689,365,50818259,61556074,792541
792541,365,50818259,61556074,808306
808306,365,50818259,61556074,825739
825739,365,50818259,61556074,843844
843844,365,50818259,61556074,863062
863062,365,50818259,61556074,883862
883862,365,50818259,61556074,907212
907212,365,50818259,61556074,923641
923641,365,50818259,61556074,943772
943772,365,50818259,61556074,967349
967349,365,50818259,61556074,990795
990795,365,50818259,61556074,1015681
1015681,365,50818259,61556074,1037765
1037765,365,50818259,61556074,1060308
1060308,365,50818259,61556074,1077374
1077374,365,50818259,61556074,1097856
1097856,365,50818259,61556074,1121221
1,122,776515,1793875,1
1,122,776515,1793875,1
1,122,776515,1793875,1
1,122,776515,1793875,1
1,122,776515,1793875,1
1,122,776515,1793875,1
1,122,776515,1793875,1
1,122,776515,1793875,1
1,122,776515,1793875,1
1,122,776515,1793875,2
2,122,776515,1793875,2
2,122,776515,1793875,2
2,122,776515,1793875,2
2,122,776515,1793875,2
2,122,776515,1793875,2
2,122,776515,1793875,2
2,122,776515,1793875,2
2,122,776515,1793875,2
2,122,776515,1793875,2
2,122,776515,1793875,2
2,122,776515,1793875,2
2,122,776515,1793875,2
2,122,776515,1793875,2
2,122,776515,1793875,2
2,122,776515,1793875,2
2,122,776515,1793875,2
2,122,776515,1793875,2
2,122,776515,1793875,2
2,122,776515,1793875,2
2,122,776515,1793875,2
2,122,776515,1793875,2
2,122,776515,1793875,2
2,122,776515,1793875,2
2,122,776515,1793875,2
2,122,776515,1793875,2
2,122,776515,1793875,2
2,122,776515,1793875,2
2,122,776515,1793875,2
2,122,776515,1793875,2
2,122,776515,1793875,2
2,122,776515,1793875,2
2,122,776515,1793875,2
2,122,776515,1793875,2
2,122,776515,1793875,2
2,122,776515,1793875,2
2,122,776515,1793875,2
2,122,776515,1793875,2
2,122,776515,1793875,2
2,122,776515,1793875,2
2,122,776515,1793875,2
2,122,776515,1793875,2
2,122,776515,1793875,3
3,122,776515,1793875,3
3,122,776515,1793875,7
7,122,776515,1793875,7
7,122,776515,1793875,7
7,122,776515,1793875,9
9,122,776515,1793875,25
25,122,776515,1793875,25
25,122,776515,1793875,26
26,122,776515,1793875,29
29,122,776515,1793875,32
32,122,776515,1793875,39
39,122,776515,1793875,39
39,122,776515,1793875,44
44,122,776515,1793875,55
55,122,776515,1793875,59
59,122,776515,1793875,62
62,122,776515,1793875,71
71,122,776515,1793875,83
83,122,776515,1793875,89
89,122,776515,1793875,118
118,122,776515,1793875,124
124,122,776515,1793875,132
132,122,776515,1793875,157
157,122,776515,1793875,172
172,122,776515,1793875,272
272,122,776515,1793875,304
304,122,776515,1793875,311
311,122,776515,1793875,366
366,122,776515,1793875,385
385,122,776515,1793875,449
449,122,776515,1793875,458
458,122,776515,1793875,490
490,122,776515,1793875,500
500,122,776515,1793875,552
552,122,776515,1793875,606
606,122,776515,1793875,681
681,122,776515,1793875,777
777,122,776515,1793875,841
841,122,776515,1793875,898
898,122,776515,1793875,921
921,122,776515,1793875,970
970,122,776515,1793875,1056
1056,122,776515,1793875,1075
1075,122,776515,1793875,1092
1092,122,776515,1793875,1185
1185,122,776515,1793875,1227
1227,122,776515,1793875,1234
1234,122,776515,1793875,1260
1260,122,776515,1793875,1279
1279,122,776515,1793875,1316
1316,122,776515,1793875,1325
1325,122,776515,1793875,1366
1366,122,776515,1793875,1390
1390,122,776515,1793875,1430
1430,122,776515,1793875,1435
1435,122,776515,1793875,1450
1450,122,776515,1793875,1582
1582,122,776515,1793875,1593
1593,122,776515,1793875,1609
1609,122,776515,1793875,1626
1626,122,776515,1793875,1672
1672,122,776515,1793875,1700
1700,122,776515,1793875,1764
1764,122,776515,1793875,1800
1800,122,776515,1793875,1891
1891,122,776515,1793875,1911
1911,122,776515,1793875,1925
1925,122,776515,1793875,2015
2015,122,776515,1793875,2060
2060,122,776515,1793875,2115
2115,122,776515,1793875,2146
2146,122,776515,1793875,2176
2176,122,776515,1793875,2235
2235,122,776515,1793875,2286
2286,122,776515,1793875,2317
2317,122,776515,1793875,2458
2458,122,776515,1793875,2505
2505,122,776515,1793875,2621
2621,122,776515,1793875,2756
2756,122,776515,1793875,2831
2831,122,776515,1793875,2920
2920,122,776515,1793875,3018
3018,122,776515,1793875,3093
3093,122,776515,1793875,3217
3217,122,776515,1793875,3466
3466,122,776515,1793875,3635
3635,122,776515,1793875,3753
3753,122,776515,1793875,3853
3853,122,776515,1793875,3941
3941,122,776515,1793875,3982
3982,122,776515,1793875,4112
4112,122,776515,1793875,4198
4198,122,776515,1793875,4390
4390,122,776515,1793875,4569
4569,122,776515,1793875,4687
4687,122,776515,1793875,4765
4765,122,776515,1793875,4876
4876,122,776515,1793875,4925
4925,122,776515,1793875,5049
5049,122,776515,1793875,5132
5132,122,776515,1793875,5246
5246,122,776515,1793875,5362
5362,122,776515,1793875,5444
5444,122,776515,1793875,5585
5585,122,776515,1793875,5725
5725,122,776515,1793875,5843
5843,122,776515,1793875,5960
5960,122,776515,1793875,6112
6112,122,776515,1793875,6252
6252,122,776515,1793875,6382
6382,122,776515,1793875,6507
6507,122,776515,1793875,6609
6609,122,776515,1793875,6699
6699,122,776515,1793875,6883
6883,122,776515,1793875,7022
7022,122,776515,1793875,7106
7106,122,776515,1793875,7202
7202,122,776515,1793875,7362
7362,122,776515,1793875,7470
7470,122,776515,1793875,7579
7579,122,776515,1793875,7731
7731,122,776515,1793875,7875
7875,122,776515,1793875,7971
7971,122,776515,1793875,8210
8210,122,776515,1793875,8320
1,132,595450,2371439,7
7,132,595450,2371439,7
7,132,595450,2371439,9
9,132,595450,2371439,11
11,132,595450,2371439,11
11,132,595450,2371439,11
11,132,595450,2371439,11
11,132,595450,2371439,12
12,132,595450,2371439,12
12,132,595450,2371439,12
12,132,595450,2371439,12
12,132,595450,2371439,12
12,132,595450,2371439,12
12,132,595450,2371439,12
12,132,595450,2371439,12
12,132,595450,2371439,12
12,132,595450,2371439,12
12,132,595450,2371439,12
12,132,595450,2371439,12
12,132,595450,2371439,12
12,132,595450,2371439,12
12,132,595450,2371439,12
12,132,595450,2371439,12
12,132,595450,2371439,12
12,132,595450,2371439,12
12,132,595450,2371439,13
13,132,595450,2371439,13
13,132,595450,2371439,13
13,132,595450,2371439,13
13,132,595450,2371439,13
13,132,595450,2371439,13
13,132,595450,2371439,13
13,132,595450,2371439,13
13,132,595450,2371439,13
13,132,595450,2371439,13
13,132,595450,2371439,13
13,132,595450,2371439,14
14,132,595450,2371439,14
14,132,595450,2371439,14
14,132,595450,2371439,14
14,132,595450,2371439,14
14,132,595450,2371439,14
14,132,595450,2371439,15
15,132,595450,2371439,20
20,132,595450,2371439,21
21,132,595450,2371439,27
27,132,595450,2371439,27
27,132,595450,2371439,27
27,132,595450,2371439,27
27,132,595450,2371439,27
27,132,595450,2371439,33
33,132,595450,2371439,33
33,132,595450,2371439,33
33,132,595450,2371439,33
33,132,595450,2371439,36
36,132,595450,2371439,36
36,132,595450,2371439,43
43,132,595450,2371439,44
44,132,595450,2371439,44
44,132,595450,2371439,44
44,132,595450,2371439,44
44,132,595450,2371439,44
44,132,595450,2371439,44
44,132,595450,2371439,44
44,132,595450,2371439,44
44,132,595450,2371439,44
44,132,595450,2371439,44
44,132,595450,2371439,44
44,132,595450,2371439,44
44,132,595450,2371439,44
44,132,595450,2371439,46
46,132,595450,2371439,46
46,132,595450,2371439,46
46,132,595450,2371439,47
47,132,595450,2371439,47
47,132,595450,2371439,47
47,132,595450,2371439,47
47,132,595450,2371439,52
52,132,595450,2371439,52
52,132,595450,2371439,56
56,132,595450,2371439,62
62,132,595450,2371439,62
62,132,595450,2371439,62
62,132,595450,2371439,80
80,132,595450,2371439,80
80,132,595450,2371439,80
80,132,595450,2371439,113
113,132,595450,2371439,207
207,132,595450,2371439,207
207,132,595450,2371439,306
306,132,595450,2371439,318
318,132,595450,2371439,318
318,132,595450,2371439,346
346,132,595450,2371439,377
377,132,595450,2371439,403
403,132,595450,2371439,418
418,132,595450,2371439,450
450,132,595450,2371439,466
466,132,595450,2371439,490
490,132,595450,2371439,514
514,132,595450,2371439,534
534,132,595450,2371439,588
588,132,595450,2371439,646
646,132,595450,2371439,702
702,132,595450,2371439,738
738,132,595450,2371439,779
779,132,595450,2371439,784
784,132,595450,2371439,803
803,132,595450,2371439,823
823,132,595450,2371439,856
856,132,595450,2371439,874
874,132,595450,2371439,902
902,132,595450,2371439,917
917,132,595450,2371439,929
929,132,595450,2371439,990
990,132,595450,2371439,1006
1006,132,595450,2371439,1023
1023,132,595450,2371439,1062
1062,132,595450,2371439,1114
1114,132,595450,2371439,1136
1136,132,595450,2371439,1179
1179,132,595450,2371439,1193
1193,132,595450,2371439,1228
1228,132,595450,2371439,1292
1292,132,595450,2371439,1374
1374,132,595450,2371439,1418
1418,132,595450,2371439,1457
1457,132,595450,2371439,1506
1506,132,595450,2371439,1661
1661,132,595450,2371439,1718
1718,132,595450,2371439,1811
1811,132,595450,2371439,1917
1917,132,595450,2371439,1976
1976,132,595450,2371439,2018
2018,132,595450,2371439,2050
2050,132,595450,2371439,2129
2129,132,595450,2371439,2240
2240,132,595450,2371439,2283
2283,132,595450,2371439,2343
2343,132,595450,2371439,2368
2368,132,595450,2371439,2440
2440,132,595450,2371439,2517
2517,132,595450,2371439,2626
2626,132,595450,2371439,2734
2734,132,595450,2371439,2916
2916,132,595450,2371439,3005
3005,132,595450,2371439,3034
3034,132,595450,2371439,3076
3076,132,595450,2371439,3197
3197,132,595450,2371439,3296
3296,132,595450,2371439,3447
3447,132,595450,2371439,3615
3615,132,595450,2371439,3724
3724,132,595450,2371439,3864
3864,132,595450,2371439,4036
4036,132,595450,2371439,4195
1,52,571771,525435,1
1,52,571771,525435,1
1,52,571771,525435,1
1,52,571771,525435,1
1,52,571771,525435,1
1,52,571771,525435,1
1,52,571771,525435,1
1,52,571771,525435,1
1,52,571771,525435,1
1,52,571771,525435,1
1,52,571771,525435,1
1,52,571771,525435,1
1,52,571771,525435,1
1,52,571771,525435,1
1,52,571771,525435,1
1,52,571771,525435,1
1,52,571771,525435,1
1,52,571771,525435,1
1,52,571771,525435,1
1,52,571771,525435,1
1,52,571771,525435,1
1,52,571771,525435,1
1,52,571771,525435,1
1,52,571771,525435,1
1,52,571771,525435,1
1,52,571771,525435,1
1,52,571771,525435,1
1,52,571771,525435,1
1,52,571771,525435,1
1,52,571771,525435,1
1,52,571771,525435,1
1,52,571771,525435,1
1,52,571771,525435,1
1,52,571771,525435,1
1,52,571771,525435,1
1,52,571771,525435,1
1,52,571771,525435,1
1,52,571771,525435,1
1,52,571771,525435,1
1,52,571771,525435,1
1,52,571771,525435,1
1,52,571771,525435,1
1,52,571771,525435,1
1,52,571771,525435,1
1,52,571771,525435,1
1,52,571771,525435,1
1,52,571771,525435,1
1,52,571771,525435,1
1,52,571771,525435,1
1,52,571771,525435,1
1,52,571771,525435,1
1,52,571771,525435,1
1,52,571771,525435,1
1,52,571771,525435,1
1,52,571771,525435,1
1,52,571771,525435,1
1,52,571771,525435,1
1,52,571771,525435,1
1,52,571771,525435,1
1,52,571771,525435,1
1,52,571771,525435,1
1,52,571771,525435,1
1,52,571771,525435,1
1,52,571771,525435,1
1,52,571771,525435,1
1,52,571771,525435,1
1,52,571771,525435,1
1,52,571771,525435,1
1,52,571771,525435,1
1,52,571771,525435,13
13,52,571771,525435,14
14,52,571771,525435,17
17,52,571771,525435,22
22,52,571771,525435,24
24,52,571771,525435,34
34,52,571771,525435,42
42,52,571771,525435,88
88,52,571771,525435,93
93,52,571771,525435,102
102,52,571771,525435,104
104,52,571771,525435,107
107,52,571771,525435,112
112,52,571771,525435,117
117,52,571771,525435,121
121,52,571771,525435,121
121,52,571771,525435,130
130,52,571771,525435,130
130,52,571771,525435,140
140,52,571771,525435,141
141,52,571771,525435,141
141,52,571771,525435,142
142,52,571771,525435,142
142,52,571771,525435,145
145,52,571771,525435,145
145,52,571771,525435,148
148,52,571771,525435,148
148,52,571771,525435,148
148,52,571771,525435,160
160,52,571771,525435,160
160,52,571771,525435,162
162,52,571771,525435,162
162,52,571771,525435,164
164,52,571771,525435,186
186,52,571771,525435,197
197,52,571771,525435,197
197,52,571771,525435,197
197,52,571771,525435,197
197,52,571771,525435,226
226,52,571771,525435,227
227,52,571771,525435,231
231,52,571771,525435,233
233,52,571771,525435,238
238,52,571771,525435,238
238,52,571771,525435,272
272,52,571771,525435,282
282,52,571771,525435,284
284,52,571771,525435,284
284,52,571771,525435,297
297,52,571771,525435,317
317,52,571771,525435,317
317,52,571771,525435,332
332,52,571771,525435,361
361,52,571771,525435,361
361,52,571771,525435,361
361,52,571771,525435,384
384,52,571771,525435,384
384,52,571771,525435,398
398,52,571771,525435,408
408,52,571771,525435,412
412,52,571771,525435,468
468,52,571771,525435,482
482,52,571771,525435,501
501,52,571771,525435,504
504,52,571771,525435,537
537,52,571771,525435,539
