prev,dens,urb,rur,y
7,394,906814,551731,7
7,394,906814,551731,7
7,394,906814,551731,7
7,394,906814,551731,7
7,394,906814,551731,7
7,394,906814,551731,7
7,394,906814,551731,7
7,394,906814,551731,7
7,394,906814,551731,7
7,394,906814,551731,7
7,394,906814,551731,7
7,394,906814,551731,7
7,394,906814,551731,7
7,394,906814,551731,7
7,394,906814,551731,7
7,394,906814,551731,7
7,394,906814,551731,7
7,394,906814,551731,7
7,394,906814,551731,7
7,394,906814,551731,7
7,394,906814,551731,7
7,394,906814,551731,7
7,394,906814,551731,7
7,394,906814,551731,14
14,394,906814,551731,15
15,394,906814,551731,17
17,394,906814,551731,29
29,394,906814,551731,38
38,394,906814,551731,46
46,394,906814,551731,50
50,394,906814,551731,52
52,394,906814,551731,54
54,394,906814,551731,55
55,394,906814,551731,66
66,394,906814,551731,67
67,394,906814,551731,67
67,394,906814,551731,68
68,394,906814,551731,69
69,394,906814,551731,69
69,394,906814,551731,70
70,394,906814,551731,70
70,394,906814,551731,71
71,394,906814,551731,79
79,394,906814,551731,79
79,394,906814,551731,166
166,394,906814,551731,196
196,394,906814,551731,267
267,394,906814,551731,300
300,394,906814,551731,330
330,394,906814,551731,359
359,394,906814,551731,387
387,394,906814,551731,417
417,394,906814,551731,463
463,394,906814,551731,523
523,394,906814,551731,564
564,394,906814,551731,592
592,394,906814,551731,629
629,394,906814,551731,656
656,394,906814,551731,705
705,394,906814,551731,725
725,394,906814,551731,754
754,394,906814,551731,754
754,394,906814,551731,864
864,394,906814,551731,909
909,394,906814,551731,951
951,394,906814,551731,995
995,394,906814,551731,1039
1039,394,906814,551731,1128
1128,394,906814,551731,1198
1198,394,906814,551731,1198
1198,394,906814,551731,1315
1315,394,906814,551731,1387
1387,394,906814,551731,1482
1482,394,906814,551731,1482
1482,394,906814,551731,1684
1684,394,906814,551731,1761
1761,394,906814,551731,1813
1813,394,906814,551731,1903
1903,394,906814,551731,2039
2039,394,906814,551731,2151
2151,394,906814,551731,2251
2251,394,906814,551731,2368
2368,394,906814,551731,2453
2453,394,906814,551731,2583
2583,394,906814,551731,2753
2753,394,906814,551731,2951
2951,394,906814,551731,3108
3108,394,906814,551731,3304
3304,394,906814,551731,3484
3484,394,906814,551731,3657
3657,394,906814,551731,3853
3853,394,906814,551731,4027
4027,394,906814,551731,4176
4176,394,906814,551731,4350
4350,394,906814,551731,4540
4540,394,906814,551731,4686
4686,394,906814,551731,4861
4861,394,906814,551731,5119
5119,394,906814,551731,5287
5287,394,906814,551731,5489
5489,394,906814,551731,5704
5704,394,906814,551731,5913
5913,394,906814,551731,6193
6193,394,906814,551731,6530
6530,394,906814,551731,6816
6816,394,906814,551731,7075
7075,394,906814,551731,7423
7423,394,906814,551731,7614
7614,394,906814,551731,7947
7947,394,906814,551731,8206
8206,394,906814,551731,8712
8712,394,906814,551731,9029
9029,394,906814,551731,9444
9444,394,906814,551731,9924
9924,394,906814,551731,10494
10494,394,906814,551731,10970
10970,394,906814,551731,11339
11339,394,906814,551731,11639
11639,394,906814,551731,11994
11994,394,906814,551731,12333
12333,394,906814,551731,12675
12675,394,906814,551731,13099
13099,394,906814,551731,13484
13484,394,906814,551731,13790
13790,394,906814,551731,13999
13999,394,906814,551731,14138
14138,394,906814,551731,14530
14530,394,906814,551731,15027
15027,394,906814,551731,15483
15483,394,906814,551731,16006
16006,394,906814,551731,16553
16553,394,906814,551731,17004
17004,394,906814,551731,17418
17418,394,906814,551731,18006
18006,394,906814,551731,18642
18642,394,906814,551731,19355
19355,394,906814,551731,19863
19863,394,906814,551731,20455
20455,394,906814,551731,20829
20829,394,906814,551731,21173
21173,394,906814,551731,21630
21630,394,906814,551731,22251
22251,394,906814,551731,22890
22890,394,906814,551731,23445
23445,394,906814,551731,24185
24185,394,906814,551731,24592
24592,394,906814,551731,24898
24898,394,906814,551731,25511
25511,394,906814,551731,26139
5,308,25745083,34694609,7
7,308,25745083,34694609,18
18,308,25745083,34694609,29
29,308,25745083,34694609,33
33,308,25745083,34694609,38
38,308,25745083,34694609,43
43,308,25745083,34694609,43
43,308,25745083,34694609,45
45,308,25745083,34694609,58
58,308,25745083,34694609,69
69,308,25745083,34694609,73
73,308,25745083,34694609,82
82,308,25745083,34694609,87
87,308,25745083,34694609,95
95,308,25745083,34694609,105
105,308,25745083,34694609,122
122,308,25745083,34694609,144
144,308,25745083,34694609,165
165,308,25745083,34694609,165
165,308,25745083,34694609,179
179,308,25745083,34694609,241
241,308,25745083,34694609,308
308,308,25745083,34694609,432
432,308,25745083,34694609,539
539,308,25745083,34694609,617
617,308,25745083,34694609,695
695,308,25745083,34694609,871
871,308,25745083,34694609,1021
1021,308,25745083,34694609,1272
1272,308,25745083,34694609,1604
1604,308,25745083,34694609,1851
1851,308,25745083,34694609,2066
2066,308,25745083,34694609,2272
2272,308,25745083,34694609,2407
2407,308,25745083,34694609,2624
2624,308,25745083,34694609,2815
2815,308,25745083,34694609,3071
3071,308,25745083,34694609,3301
3301,308,25745083,34694609,3548
3548,308,25745083,34694609,3774
3774,308,25745083,34694609,4082
4082,308,25745083,34694609,4395
4395,308,25745083,34694609,4721
4721,308,25745083,34694609,5055
5055,308,25745083,34694609,5428
5428,308,25745083,34694609,5804
5804,308,25745083,34694609,6245
6245,308,25745083,34694609,6625
6625,308,25745083,34694609,7012
7012,308,25745083,34694609,7402
7402,308,25745083,34694609,7796
7796,308,25745083,34694609,8194
8194,308,25745083,34694609,8541
8541,308,25745083,34694609,8903
8903,308,25745083,34694609,9267
9267,308,25745083,34694609,9591
9591,308,25745083,34694609,9931
9931,308,25745083,34694609,10988
10988,308,25745083,34694609,11379
11379,308,25745083,34694609,11745
11745,308,25745083,34694609,12140
12140,308,25745083,34694609,12537
12537,308,25745083,34694609,12905
12905,308,25745083,34694609,13268
13268,308,25745083,34694609,13664
13664,308,25745083,34694609,14056
14056,308,25745083,34694609,14460
14460,308,25745083,34694609,14821
14821,308,25745083,34694609,15195
15195,308,25745083,34694609,15562
15562,308,25745083,34694609,15934
15934,308,25745083,34694609,16343
16343,308,25745083,34694609,16779
16779,308,25745083,34694609,17200
17200,308,25745083,34694609,17617
17617,308,25745083,34694609,18100
18100,308,25745083,34694609,18584
18584,308,25745083,34694609,19094
19094,308,25745083,34694609,19592
19592,308,25745083,34694609,20070
20070,308,25745083,34694609,20545
20545,308,25745083,34694609,21014
21014,308,25745083,34694609,21521
21521,308,25745083,34694609,22032
22032,308,25745083,34694609,22527
22527,308,25745083,34694609,23038
23038,308,25745083,34694609,23544
23544,308,25745083,34694609,24055
24055,308,25745083,34694609,24577
24577,308,25745083,34694609,25093
25093,308,25745083,34694609,25601
25601,308,25745083,34694609,26141
26141,308,25745083,34694609,26680
26680,308,25745083,34694609,27260
27260,308,25745083,34694609,27825
27825,308,25745083,34694609,28371
28371,308,25745083,34694609,28943
28943,308,25745083,34694609,29520
29520,308,25745083,34694609,30095
30095,308,25745083,34694609,30709
30709,308,25745083,34694609,31320
31320,308,25745083,34694609,31938
31938,308,25745083,34694609,32557
32557,308,25745083,34694609,33232
33232,308,25745083,34694609,33913
33913,308,25745083,34694609,34600
34600,308,25745083,34694609,35312
35312,308,25745083,34694609,36037
36037,308,25745083,34694609,36772
36772,308,25745083,34694609,37550
37550,308,25745083,34694609,38333
38333,308,25745083,34694609,39194
39194,308,25745083,34694609,40069
40069,308,25745083,34694609,40941
40941,308,25745083,34694609,41820
41820,308,25745083,34694609,42722
42722,308,25745083,34694609,43637
43637,308,25745083,34694609,44552
44552,308,25745083,34694609,45481
45481,308,25745083,34694609,46430
46430,308,25745083,34694609,47390
47390,308,25745083,34694609,48355
48355,308,25745083,34694609,49353
49353,308,25745083,34694609,50379
50379,308,25745083,34694609,51399
51399,308,25745083,34694609,52477
52477,308,25745083,34694609,53545
53545,308,25745083,34694609,54626
54626,308,25745083,34694609,55822
55822,308,25745083,34694609,56874
56874,308,25745083,34694609,57982
57982,308,25745083,34694609,59126
59126,308,25745083,34694609,60285
60285,308,25745083,34694609,61438
61438,308,25745083,34694609,62463
62463,308,25745083,34694609,63562
63562,308,25745083,34694609,64585
64585,308,25745083,34694609,65599
65599,308,25745083,34694609,66669
66669,308,25745083,34694609,67699
67699,308,25745083,34694609,68768
68768,308,25745083,34694609,69869
69869,308,25745083,34694609,70965
70965,308,25745083,34694609,72031
72031,308,25745083,34694609,73163
73163,308,25745083,34694609,74318
74318,308,25745083,34694609,75408
75408,308,25745083,34694609,76480
76480,308,25745083,34694609,77559
77559,308,25745083,34694609,78680
78680,308,25745083,34694609,79710
79710,308,25745083,34694609,80802
80802,308,25745083,34694609,81942
81942,308,25745083,34694609,83107
83107,308,25745083,34694609,84311
84311,308,25745083,34694609,85523
85523,308,25745083,34694609,86624
86624,308,25745083,34694609,87691
87691,308,25745083,34694609,88805
88805,308,25745083,34694609,89994
89994,308,25745083,34694609,91179
91179,308,25745083,34694609,92452
92452,308,25745083,34694609,93734
93734,308,25745083,34694609,95009
95009,308,25745083,34694609,96300
96300,308,25745083,34694609,97629
97629,308,25745083,34694609,98888
98888,308,25745083,34694609,100213
100213,308,25745083,34694609,101533
101533,308,25745083,34694609,102844
102844,308,25745083,34694609,104179
104179,308,25745083,34694609,105509
105509,308,25745083,34694609,106804
106804,308,25745083,34694609,108133
108133,308,25745083,34694609,109465
109465,308,25745083,34694609,110809
110809,308,25745083,34694609,112174
112174,308,25745083,34694609,113500
113500,308,25745083,34694609,114834
114834,308,25745083,34694609,116183
116183,308,25745083,34694609,117547
2,573,8842103,16509359,2
2,573,8842103,16509359,2
2,573,8842103,16509359,2
2,573,8842103,16509359,2
2,573,8842103,16509359,2
2,573,8842103,16509359,2
2,573,8842103,16509359,14
14,573,8842103,16509359,14
14,573,8842103,16509359,14
14,573,8842103,16509359,14
14,573,8842103,16509359,14
14,573,8842103,16509359,14
14,573,8842103,16509359,15
15,573,8842103,16509359,17
17,573,8842103,16509359,17
17,573,8842103,16509359,17
17,573,8842103,16509359,17
17,573,8842103,16509359,21
21,573,8842103,16509359,26
26,573,8842103,16509359,28
28,573,8842103,16509359,28
28,573,8842103,16509359,30
30,573,8842103,16509359,30
30,573,8842103,16509359,33
33,573,8842103,16509359,33
33,573,8842103,16509359,36
36,573,8842103,16509359,40
40,573,8842103,16509359,43
43,573,8842103,16509359,43
43,573,8842103,16509359,49
49,573,8842103,16509359,49
49,573,8842103,16509359,59
59,573,8842103,16509359,84
84,573,8842103,16509359,90
90,573,8842103,16509359,147
147,573,8842103,16509359,169
169,573,8842103,16509359,169
169,573,8842103,16509359,177
177,573,8842103,16509359,185
185,573,8842103,16509359,185
185,573,8842103,16509359,199
199,573,8842103,16509359,199
199,573,8842103,16509359,205
205,573,8842103,16509359,205
205,573,8842103,16509359,225
225,573,8842103,16509359,233
233,573,8842103,16509359,233
233,573,8842103,16509359,254
254,573,8842103,16509359,254
254,573,8842103,16509359,262
262,573,8842103,16509359,272
272,573,8842103,16509359,272
272,573,8842103,16509359,289
289,573,8842103,16509359,289
289,573,8842103,16509359,296
296,573,8842103,16509359,310
310,573,8842103,16509359,310
310,573,8842103,16509359,313
313,573,8842103,16509359,360
360,573,8842103,16509359,394
394,573,8842103,16509359,442
442,573,8842103,16509359,517
517,573,8842103,16509359,548
548,573,8842103,16509359,594
594,573,8842103,16509359,625
625,573,8842103,16509359,647
647,573,8842103,16509359,675
675,573,8842103,16509359,703
703,573,8842103,16509359,730
730,573,8842103,16509359,780
780,573,8842103,16509359,793
793,573,8842103,16509359,818
818,573,8842103,16509359,818
818,573,8842103,16509359,887
887,573,8842103,16509359,910
910,573,8842103,16509359,928
928,573,8842103,16509359,964
964,573,8842103,16509359,993
993,573,8842103,16509359,1031
1031,573,8842103,16509359,1067
1067,573,8842103,16509359,1131
1131,573,8842103,16509359,1184
1184,573,8842103,16509359,1184
1184,573,8842103,16509359,1305
1305,573,8842103,16509359,1381
1381,573,8842103,16509359,1504
1504,573,8842103,16509359,1721
1721,573,8842103,16509359,1923
1923,573,8842103,16509359,2091
2091,573,8842103,16509359,2356
2356,573,8842103,16509359,2652
2652,573,8842103,16509359,2954
2954,573,8842103,16509359,3281
3281,573,8842103,16509359,3597
3597,573,8842103,16509359,3952
3952,573,8842103,16509359,4448
4448,573,8842103,16509359,4854
4854,573,8842103,16509359,5209
5209,573,8842103,16509359,5579
5579,573,8842103,16509359,5968
5968,573,8842103,16509359,6334
6334,573,8842103,16509359,6749
6749,573,8842103,16509359,7208
7208,573,8842103,16509359,7722
7722,573,8842103,16509359,8272
8272,573,8842103,16509359,8832
8832,573,8842103,16509359,9218
9218,573,8842103,16509359,9743
9743,573,8842103,16509359,10223
10223,573,8842103,16509359,10635
10635,573,8842103,16509359,11025
11025,573,8842103,16509359,11520
11520,573,8842103,16509359,12010
12010,573,8842103,16509359,12463
12463,573,8842103,16509359,12884
12884,573,8842103,16509359,13427
13427,573,8842103,16509359,13829
13829,573,8842103,16509359,14210
14210,573,8842103,16509359,14548
14548,573,8842103,16509359,14941
14941,573,8842103,16509359,15509
15509,573,8842103,16509359,16003
16003,573,8842103,16509359,16548
16548,573,8842103,16509359,17005
17005,573,8842103,16509359,17504
17504,573,8842103,16509359,17999
17999,573,8842103,16509359,18690
18690,573,8842103,16509359,19369
19369,573,8842103,16509359,19934
19934,573,8842103,16509359,20582
20582,573,8842103,16509359,21240
21240,573,8842103,16509359,21894
21894,573,8842103,16509359,22628
22628,573,8842103,16509359,23306
23306,573,8842103,16509359,24002
24002,573,8842103,16509359,24797
24797,573,8842103,16509359,25547
25547,573,8842103,16509359,26164
26164,573,8842103,16509359,26858
26858,573,8842103,16509359,27462
27462,573,8842103,16509359,28186
28186,573,8842103,16509359,28975
28975,573,8842103,16509359,29755
29755,573,8842103,16509359,30538
30538,573,8842103,16509359,31332
31332,573,8842103,16509359,32127
32127,573,8842103,16509359,32876
32876,573,8842103,16509359,33631
33631,573,8842103,16509359,34254
34254,573,8842103,16509359,34965
34965,573,8842103,16509359,35758
35758,573,8842103,16509359,36519
36519,573,8842103,16509359,37173
37173,573,8842103,16509359,37796
37796,573,8842103,16509359,38548
38548,573,8842103,16509359,39303
39303,573,8842103,16509359,40054
40054,573,8842103,16509359,40843
40843,573,8842103,16509359,41635
41635,573,8842103,16509359,42429
42429,573,8842103,16509359,43227
43227,573,8842103,16509359,44024
44024,573,8842103,16509359,44817
44817,573,8842103,16509359,45614
45614,573,8842103,16509359,46410
46410,573,8842103,16509359,47153
47153,573,8842103,16509359,48040
48040,573,8842103,16509359,48936
48936,573,8842103,16509359,49930
49930,573,8842103,16509359,50926
50926,573,8842103,16509359,52129
52129,573,8842103,16509359,53290
53290,573,8842103,16509359,54386
54386,573,8842103,16509359,55460
55460,573,8842103,16509359,56608
56608,573,8842103,16509359,58005
58005,573,8842103,16509359,59298
59298,573,8842103,16509359,60596
60596,573,8842103,16509359,61987
61987,573,8842103,16509359,63282
63282,573,8842103,16509359,64732
64732,573,8842103,16509359,66426
66426,573,8842103,16509359,68218
68218,573,8842103,16509359,70099
70099,573,8842103,16509359,71983
71983,573,8842103,16509359,74272
74272,573,8842103,16509359,76549
76549,573,8842103,16509359,78773
78773,573,8842103,16509359,81059
81059,573,8842103,16509359,83353
83353,573,8842103,16509359,85944
85944,573,8842103,16509359,88332
88332,573,8842103,16509359,91115
91115,573,8842103,16509359,93641
93641,573,8842103,16509359,96129
96129,573,8842103,16509359,98622
98622,573,8842103,16509359,101316
2,123,688552,6176050,2
2,123,688552,6176050,2
2,123,688552,6176050,3
3,123,688552,6176050,3
3,123,688552,6176050,3
3,123,688552,6176050,3
3,123,688552,6176050,3
3,123,688552,6176050,3
3,123,688552,6176050,3
3,123,688552,6176050,3
3,123,688552,6176050,3
3,123,688552,6176050,3
3,123,688552,6176050,6
6,123,688552,6176050,6
6,123,688552,6176050,6
6,123,688552,6176050,13
13,123,688552,6176050,13
13,123,688552,6176050,18
18,123,688552,6176050,18
18,123,688552,6176050,28
28,123,688552,6176050,28
28,123,688552,6176050,32
32,123,688552,6176050,32
32,123,688552,6176050,32
32,123,688552,6176050,33
33,123,688552,6176050,35
35,123,688552,6176050,35
35,123,688552,6176050,38
38,123,688552,6176050,39
39,123,688552,6176050,39
39,123,688552,6176050,39
39,123,688552,6176050,39
39,123,688552,6176050,40
40,123,688552,6176050,40
40,123,688552,6176050,40
40,123,688552,6176050,40
40,123,688552,6176050,40
40,123,688552,6176050,40
40,123,688552,6176050,40
40,123,688552,6176050,40
40,123,688552,6176050,40
40,123,688552,6176050,40
40,123,688552,6176050,40
40,123,688552,6176050,40
40,123,688552,6176050,41
41,123,688552,6176050,42
42,123,688552,6176050,45
45,123,688552,6176050,46
46,123,688552,6176050,50
50,123,688552,6176050,50
50,123,688552,6176050,55
55,123,688552,6176050,59
59,123,688552,6176050,65
65,123,688552,6176050,66
66,123,688552,6176050,74
74,123,688552,6176050,76
76,123,688552,6176050,78
78,123,688552,6176050,80
80,123,688552,6176050,90
90,123,688552,6176050,92
92,123,688552,6176050,110
110,123,688552,6176050,152
152,123,688552,6176050,168
168,123,688552,6176050,185
185,123,688552,6176050,203
203,123,688552,6176050,223
223,123,688552,6176050,247
247,123,688552,6176050,273
273,123,688552,6176050,276
276,123,688552,6176050,295
295,123,688552,6176050,313
313,123,688552,6176050,331
331,123,688552,6176050,340
340,123,688552,6176050,345
345,123,688552,6176050,359
359,123,688552,6176050,383
383,123,688552,6176050,393
393,123,688552,6176050,400
400,123,688552,6176050,413
413,123,688552,6176050,421
421,123,688552,6176050,445
445,123,688552,6176050,451
451,123,688552,6176050,470
470,123,688552,6176050,486
486,123,688552,6176050,502
502,123,688552,6176050,518
518,123,688552,6176050,556
556,123,688552,6176050,560
560,123,688552,6176050,569
569,123,688552,6176050,595
595,123,688552,6176050,619
619,123,688552,6176050,656
656,123,688552,6176050,673
673,123,688552,6176050,727
727,123,688552,6176050,775
775,123,688552,6176050,806
806,123,688552,6176050,839
839,123,688552,6176050,864
864,123,688552,6176050,894
894,123,688552,6176050,916
916,123,688552,6176050,942
942,123,688552,6176050,953
953,123,688552,6176050,979
979,123,688552,6176050,1014
1014,123,688552,6176050,1033
1033,123,688552,6176050,1046
1046,123,688552,6176050,1063
1063,123,688552,6176050,1077
1077,123,688552,6176050,1083
1083,123,688552,6176050,1101
1101,123,688552,6176050,1140
1140,123,688552,6176050,1171
1171,123,688552,6176050,1182
1182,123,688552,6176050,1213
1213,123,688552,6176050,1243
1243,123,688552,6176050,1309
1309,123,688552,6176050,1341
1341,123,688552,6176050,1377
1377,123,688552,6176050,1417
1417,123,688552,6176050,1457
1457,123,688552,6176050,1483
1483,123,688552,6176050,1631
1631,123,688552,6176050,1664
1664,123,688552,6176050,1725
1725,123,688552,6176050,1834
1834,123,688552,6176050,1954
1954,123,688552,6176050,2049
2049,123,688552,6176050,2176
2176,123,688552,6176050,2270
2270,123,688552,6176050,2330
2330,123,688552,6176050,2403
2403,123,688552,6176050,2506
2506,123,688552,6176050,2564
2564,123,688552,6176050,2634
2634,123,688552,6176050,2703
2703,123,688552,6176050,2818
2818,123,688552,6176050,2879
2879,123,688552,6176050,2916
2916,123,688552,6176050,3047
3047,123,688552,6176050,3150
3150,123,688552,6176050,3264
3264,123,688552,6176050,3371
3371,123,688552,6176050,3463
3463,123,688552,6176050,3497
3497,123,688552,6176050,3636
3636,123,688552,6176050,3816
3816,123,688552,6176050,3874
3874,123,688552,6176050,3993
3993,123,688552,6176050,4156
4156,123,688552,6176050,4174
4174,123,688552,6176050,4235
4235,123,688552,6176050,4411
4411,123,688552,6176050,4538
4538,123,688552,6176050,4728
4728,123,688552,6176050,4895
4895,123,688552,6176050,5001
5001,123,688552,6176050,5101
5101,123,688552,6176050,5154
5154,123,688552,6176050,5321
5321,123,688552,6176050,5501
5501,123,688552,6176050,5637
5637,123,688552,6176050,5781
5781,123,688552,6176050,5945
5945,123,688552,6176050,6116
6116,123,688552,6176050,6255
6255,123,688552,6176050,6416
6416,123,688552,6176050,6615
6615,123,688552,6176050,6830
6830,123,688552,6176050,7018
7018,123,688552,6176050,7415
7415,123,688552,6176050,7660
7660,123,688552,6176050,7831
7831,123,688552,6176050,8147
8147,123,688552,6176050,8466
8466,123,688552,6176050,8784
8784,123,688552,6176050,9229
9229,123,688552,6176050,9555
9555,123,688552,6176050,9923
9923,123,688552,6176050,10335
10335,123,688552,6176050,10795
1,98,3202812,9064220,1
1,98,3202812,9064220,1
1,98,3202812,9064220,1
1,98,3202812,9064220,1
1,98,3202812,9064220,2
2,98,3202812,9064220,2
2,98,3202812,9064220,3
3,98,3202812,9064220,3
3,98,3202812,9064220,3
3,98,3202812,9064220,4
4,98,3202812,9064220,4
4,98,3202812,9064220,4
4,98,3202812,9064220,4
4,98,3202812,9064220,4
4,98,3202812,9064220,4
4,98,3202812,9064220,7
7,98,3202812,9064220,13
13,98,3202812,9064220,13
13,98,3202812,9064220,20
20,98,3202812,9064220,31
31,98,3202812,9064220,48
48,98,3202812,9064220,54
54,98,3202812,9064220,62
62,98,3202812,9064220,62
62,98,3202812,9064220,75
75,98,3202812,9064220,75
75,98,3202812,9064220,106
106,98,3202812,9064220,109
109,98,3202812,9064220,116
116,98,3202812,9064220,116
116,98,3202812,9064220,158
158,98,3202812,9064220,184
184,98,3202812,9064220,207
207,98,3202812,9064220,224
224,98,3202812,9064220,245
245,98,3202812,9064220,270
270,98,3202812,9064220,278
278,98,3202812,9064220,300
300,98,3202812,9064220,314
314,98,3202812,9064220,328
328,98,3202812,9064220,341
341,98,3202812,9064220,350
350,98,3202812,9064220,368
368,98,3202812,9064220,380
380,98,3202812,9064220,407
407,98,3202812,9064220,427
427,98,3202812,9064220,454
454,98,3202812,9064220,494
494,98,3202812,9064220,523
523,98,3202812,9064220,546
546,98,3202812,9064220,565
565,98,3202812,9064220,581
581,98,3202812,9064220,614
614,98,3202812,9064220,639
639,98,3202812,9064220,666
666,98,3202812,9064220,701
701,98,3202812,9064220,726
726,98,3202812,9064220,741
741,98,3202812,9064220,775
775,98,3202812,9064220,793
793,98,3202812,9064220,823
823,98,3202812,9064220,836
836,98,3202812,9064220,861
861,98,3202812,9064220,879
879,98,3202812,9064220,934
934,98,3202812,9064220,971
971,98,3202812,9064220,983
983,98,3202812,9064220,1013
1013,98,3202812,9064220,1121
1121,98,3202812,9064220,1183
1183,98,3202812,9064220,1289
1289,98,3202812,9064220,1317
1317,98,3202812,9064220,1390
1390,98,3202812,9064220,1449
1449,98,3202812,9064220,1489
1489,98,3202812,9064220,1569
1569,98,3202812,9064220,1621
1621,98,3202812,9064220,1668
1668,98,3202812,9064220,1759
1759,98,3202812,9064220,1921
1921,98,3202812,9064220,2036
2036,98,3202812,9064220,2164
2164,98,3202812,9064220,2341
2341,98,3202812,9064220,2446
2446,98,3202812,9064220,2601
2601,98,3202812,9064220,2718
2718,98,3202812,9064220,2857
2857,98,3202812,9064220,3142
3142,98,3202812,9064220,3324
3324,98,3202812,9064220,3467
3467,98,3202812,9064220,4087
4087,98,3202812,9064220,4285
4285,98,3202812,9064220,4346
4346,98,3202812,9064220,4507
4507,98,3202812,9064220,4574
4574,98,3202812,9064220,4730
4730,98,3202812,9064220,4878
4878,98,3202812,9064220,5041
5041,98,3202812,9064220,5220
5220,98,3202812,9064220,5298
5298,98,3202812,9064220,5406
5406,98,3202812,9064220,5555
5555,98,3202812,9064220,5680
5680,98,3202812,9064220,5834
5834,98,3202812,9064220,5956
5956,98,3202812,9064220,6088
6088,98,3202812,9064220,6236
6236,98,3202812,9064220,6422
6422,98,3202812,9064220,6549
6549,98,3202812,9064220,6762
6762,98,3202812,9064220,6966
6966,98,3202812,9064220,7093
7093,98,3202812,9064220,7237
7237,98,3202812,9064220,7497
7497,98,3202812,9064220,7695
7695,98,3202812,9064220,7849
7849,98,3202812,9064220,8019
8019,98,3202812,9064220,8246
8246,98,3202812,9064220,8429
8429,98,3202812,9064220,8675
8675,98,3202812,9064220,8931
8931,98,3202812,9064220,9261
9261,98,3202812,9064220,9501
9501,98,3202812,9064220,9888
9888,98,3202812,9064220,10156
10156,98,3202812,9064220,10513
10513,98,3202812,9064220,10827
10827,98,3202812,9064220,11173
11173,98,3202812,9064220,11666
11666,98,3202812,9064220,12156
12156,98,3202812,9064220,12757
12757,98,3202812,9064220,13198
13198,98,3202812,9064220,13899
13899,98,3202812,9064220,14650
14650,98,3202812,9064220,15258
15258,98,3202812,9064220,15711
15711,98,3202812,9064220,16429
16429,98,3202812,9064220,16782
16782,98,3202812,9064220,17305
17305,98,3202812,9064220,17920
17920,98,3202812,9064220,18390
18390,98,3202812,9064220,18879
18879,98,3202812,9064220,19419
19419,98,3202812,9064220,19869
19869,98,3202812,9064220,20359
20359,98,3202812,9064220,20972
20972,98,3202812,9064220,21416
21416,98,3202812,9064220,22006
22006,98,3202812,9064220,22396
22396,98,3202812,9064220,22955
22955,98,3202812,9064220,23454
23454,98,3202812,9064220,23927
23927,98,3202812,9064220,24390
24390,98,3202812,9064220,24897
24897,98,3202812,9064220,25367
25367,98,3202812,9064220,25931
25931,98,3202812,9064220,26413
26413,98,3202812,9064220,26949
26949,98,3202812,9064220,27489
27489,98,3202812,9064220,28021
28021,98,3202812,9064220,28470
28470,98,3202812,9064220,28892
28892,98,3202812,9064220,29326
29326,98,3202812,9064220,30034
30034,98,3202812,9064220,30717
30717,98,3202812,9064220,31371
31371,98,3202812,9064220,31981
31981,98,3202812,9064220,32647
32647,98,3202812,9064220,33075
33075,98,3202812,9064220,33776
33776,98,3202812,9064220,34480
34480,98,3202812,9064220,35135
35135,98,3202812,9064220,35831
35831,98,3202812,9064220,36377
36377,98,3202812,9064220,37163
37163,98,3202812,9064220,37698
37698,98,3202812,9064220,38223
38223,98,3202812,9064220,38864
38864,98,3202812,9064220,39943
39943,98,3202812,9064220,40990
40990,98,3202812,9064220,42241
42241,98,3202812,9064220,43557
43557,98,3202812,9064220,44570
44570,98,3202812,9064220,45925
45925,98,3202812,9064220,47542
47542,98,3202812,9064220,49134
49134,98,3202812,9064220,50712
50712,98,3202812,9064220,52410
52410,98,3202812,9064220,54096
54096,98,3202812,9064220,55325
55325,98,3202812,9064220,56654
56654,98,3202812,9064220,58244
1,414,7933061,25055073,1
1,414,7933061,25055073,2
2,414,7933061,25055073,2
2,414,7933061,25055073,3
3,414,7933061,25055073,4
4,414,7933061,25055073,4
4,414,7933061,25055073,4
4,414,7933061,25055073,13
13,414,7933061,25055073,13
13,414,7933061,25055073,17
17,414,7933061,25055073,17
17,414,7933061,25055073,19
19,414,7933061,25055073,24
24,414,7933061,25055073,27
27,414,7933061,25055073,28
28,414,7933061,25055073,29
29,414,7933061,25055073,33
33,414,7933061,25055073,35
35,414,7933061,25055073,42
42,414,7933061,25055073,46
46,414,7933061,25055073,45
45,414,7933061,25055073,49
49,414,7933061,25055073,55
55,414,7933061,25055073,59
59,414,7933061,25055073,67
67,414,7933061,25055073,82
82,414,7933061,25055073,103
103,414,7933061,25055073,105
105,414,7933061,25055073,107
107,414,7933061,25055073,111
111,414,7933061,25055073,111
111,414,7933061,25055073,115
115,414,7933061,25055073,115
115,414,7933061,25055073,115
115,414,7933061,25055073,125
125,414,7933061,25055073,127
127,414,7933061,25055073,132
132,414,7933061,25055073,132
132,414,7933061,25055073,156
156,414,7933061,25055073,157
157,414,7933061,25055073,160
160,414,7933061,25055073,172
172,414,7933061,25055073,173
173,414,7933061,25055073,197
197,414,7933061,25055073,203
203,414,7933061,25055073,217
217,414,7933061,25055073,223
223,414,7933061,25055073,223
223,414,7933061,25055073,231
231,414,7933061,25055073,231
231,414,7933061,25055073,290
290,414,7933061,25055073,308
308,414,7933061,25055073,350
350,414,7933061,25055073,370
