Active,Population Density,Urban Population,Rural Population,Y
83,9252,1026459,28991,7
90,9252,1026459,28991,2
91,9252,1026459,28991,3
88,9252,1026459,28991,2
84,9252,1026459,28991,3
87,9252,1026459,28991,1
87,9252,1026459,28991,6
80,9252,1026459,28991,5
70,9252,1026459,28991,6
73,9252,1026459,28991,4
55,9252,1026459,28991,7
58,9252,1026459,28991,3
59,9252,1026459,28991,6
65,9252,1026459,28991,23
82,9252,1026459,28991,5
86,9252,1026459,28991,19
104,9252,1026459,28991,10
113,9252,1026459,28991,16
124,9252,1026459,28991,16
135,9252,1026459,28991,4
134,9252,1026459,28991,29
157,9252,1026459,28991,12
144,9252,1026459,28991,25
155,9252,1026459,28991,26
164,9252,1026459,28991,9
169,9252,1026459,28991,40
203,9252,1026459,28991,17
217,9252,1026459,28991,20
207,9252,1026459,28991,14
221,9252,1026459,28991,42
254,9252,1026459,28991,7
256,9252,1026459,28991,23
275,9252,1026459,28991,29
284,9252,1026459,28991,35
302,9252,1026459,28991,23
321,9252,1026459,28991,24
321,9252,1026459,28991,44
353,9252,1026459,28991,38
355,9252,1026459,28991,35
369,9252,1026459,28991,28
378,9252,1026459,28991,38
400,9252,1026459,28991,42
434,9252,1026459,28991,47
471,9252,1026459,28991,64
535,9252,1026459,28991,57
530,9252,1026459,28991,47
531,9252,1026459,28991,52
530,9252,1026459,28991,89
586,9252,1026459,28991,80
566,9252,1026459,28991,75
629,9252,1026459,28991,81
702,9252,1026459,28991,91
739,9252,1026459,28991,86
809,9252,1026459,28991,81
863,9252,1026459,28991,93
936,9252,1026459,28991,114
1003,9252,1026459,28991,89
1032,9252,1026459,28991,91
1014,9252,1026459,28991,119
1094,9252,1026459,28991,116
1172,9252,1026459,28991,145
1272,9252,1026459,28991,142
1389,9252,1026459,28991,117
1352,9252,1026459,28991,174
1456,9252,1026459,28991,167
1539,9252,1026459,28991,188
1544,9252,1026459,28991,160
1572,9252,1026459,28991,261
1692,9252,1026459,28991,170
1807,9252,1026459,28991,191
1859,9252,1026459,28991,204
1942,9252,1026459,28991,239
2060,9252,1026459,28991,276
2119,9252,1026459,28991,203
2095,9252,1026459,28991,234
2143,9252,1026459,28991,261
2253,9252,1026459,28991,232
2187,9252,1026459,28991,377
2334,9252,1026459,28991,332
2484,9252,1026459,28991,283
2573,9252,1026459,28991,305
2606,9252,1026459,28991,250
2586,9252,1026459,28991,449
2728,9252,1026459,28991,254
2847,9252,1026459,28991,347
2991,9252,1026459,28991,366
1,189,5937237,19607961,0
1,189,5937237,19607961,0
1,189,5937237,19607961,0
1,189,5937237,19607961,0
1,189,5937237,19607961,0
1,189,5937237,19607961,0
1,189,5937237,19607961,5
6,189,5937237,19607961,0
6,189,5937237,19607961,0
6,189,5937237,19607961,1
7,189,5937237,19607961,0
7,189,5937237,19607961,1
8,189,5937237,19607961,1
7,189,5937237,19607961,0
7,189,5937237,19607961,0
6,189,5937237,19607961,0
6,189,5937237,19607961,0
6,189,5937237,19607961,1
2,189,5937237,19607961,0
1,189,5937237,19607961,0
1,189,5937237,19607961,0
1,189,5937237,19607961,0
1,189,5937237,19607961,8
9,189,5937237,19607961,7
15,189,5937237,19607961,6
21,189,5937237,19607961,0
21,189,5937237,19607961,2
20,189,5937237,19607961,0
16,189,5937237,19607961,3
13,189,5937237,19607961,0
12,189,5937237,19607961,0
12,189,5937237,19607961,0
11,189,5937237,19607961,0
11,189,5937237,19607961,0
10,189,5937237,19607961,0
8,189,5937237,19607961,0
8,189,5937237,19607961,0
6,189,5937237,19607961,1
5,189,5937237,19607961,0
5,189,5937237,19607961,0
5,189,5937237,19607961,1
4,189,5937237,19607961,0
2,189,5937237,19607961,2
4,189,5937237,19607961,3
7,189,5937237,19607961,0
7,189,5937237,19607961,14
21,189,5937237,19607961,1
22,189,5937237,19607961,1
23,189,5937237,19607961,0
23,189,5937237,19607961,0
21,189,5937237,19607961,0
21,189,5937237,19607961,0
16,189,5937237,19607961,0
10,189,5937237,19607961,0
6,189,5937237,19607961,0
5,189,5937237,19607961,0
4,189,5937237,19607961,1
4,189,5937237,19607961,6
10,189,5937237,19607961,1
11,189,5937237,19607961,19
27,189,5937237,19607961,7
34,189,5937237,19607961,8
42,189,5937237,19607961,14
56,189,5937237,19607961,13
69,189,5937237,19607961,44
110,189,5937237,19607961,42
150,189,5937237,19607961,38
185,189,5937237,19607961,39
219,189,5937237,19607961,70
282,189,5937237,19607961,8
286,189,5937237,19607961,30
316,189,5937237,19607961,16
314,189,5937237,19607961,32
344,189,5937237,19607961,51
382,189,5937237,19607961,49
424,189,5937237,19607961,17
433,189,5937237,19607961,104
478,189,5937237,19607961,88
541,189,5937237,19607961,123
633,189,5937237,19607961,44
653,189,5937237,19607961,150
786,189,5937237,19607961,87
848,189,5937237,19607961,80
848,189,5937237,19607961,22
854,189,5937237,19607961,136
945,189,5937237,19607961,31
873,189,5937237,19607961,83
875,189,5937237,19607961,150
891,189,5937237,19607961,94
858,189,5937237,19607961,25
736,189,5937237,19607961,83
674,189,5937237,19607961,82
708,189,5937237,19607961,82
687,189,5937237,19607961,13
636,189,5937237,19607961,234
817,189,5937237,19607961,28
778,189,5937237,19607961,59
797,189,5937237,19607961,57
780,189,5937237,19607961,33
685,189,5937237,19607961,93
618,189,5937237,19607961,0
618,189,5937237,19607961,117
558,189,5937237,19607961,99
575,189,5937237,19607961,99
597,189,5937237,19607961,80
623,189,5937237,19607961,73
614,189,5937237,19607961,52
614,189,5937237,19607961,96
598,189,5937237,19607961,46
592,189,5937237,19607961,98
624,189,5937237,19607961,110
650,189,5937237,19607961,110
676,189,5937237,19607961,150
757,189,5937237,19607961,92
722,189,5937237,19607961,130
810,189,5937237,19607961,162
887,189,5937237,19607961,158
996,189,5937237,19607961,162
1084,189,5937237,19607961,160
1195,189,5937237,19607961,193
1260,189,5937237,19607961,232
1429,189,5937237,19607961,269
1551,189,5937237,19607961,174
1608,189,5937237,19607961,154
1592,189,5937237,19607961,168
1586,189,5937237,19607961,239
1709,189,5937237,19607961,286
1847,189,5937237,19607961,477
2128,189,5937237,19607961,356
2365,189,5937237,19607961,363
2463,189,5937237,19607961,295
2529,189,5937237,19607961,512
2772,189,5937237,19607961,282
2855,189,5937237,19607961,222
2789,189,5937237,19607961,325
2803,189,5937237,19607961,299
2720,189,5937237,19607961,146
2482,189,5937237,19607961,248
2462,189,5937237,19607961,423
2520,189,5937237,19607961,205
2465,189,5937237,19607961,525
2767,189,5937237,19607961,476
3002,189,5937237,19607961,335
3072,189,5937237,19607961,405
3243,189,5937237,19607961,300
3336,189,5937237,19607961,481
3586,189,5937237,19607961,569
3881,189,5937237,19607961,439
4165,189,5937237,19607961,544
4494,189,5937237,19607961,506
4807,189,5937237,19607961,484
5095,189,5937237,19607961,554
5277,189,5937237,19607961,808
5828,189,5937237,19607961,652
6139,189,5937237,19607961,1016
6594,189,5937237,19607961,1009
7308,189,5937237,19607961,568
7495,189,5937237,19607961,840
7790,189,5937237,19607961,1136
8424,189,5937237,19607961,1287
9388,189,5937237,19607961,1209
10174,189,5937237,19607961,1438
11136,189,5937237,19607961,1245
11873,189,5937237,19607961,1513
12666,189,5937237,19607961,1346
13520,189,5937237,19607961,1411
14237,189,5937237,19607961,1884
15533,189,5937237,19607961,2296
17164,189,5937237,19607961,2284
18702,189,5937237,19607961,2667
20672,189,5937237,19607961,2529
22320,189,5937237,19607961,2100
23685,189,5937237,19607961,2017
24708,189,5937237,19607961,2834
26915,189,5937237,19607961,2818
28041,189,5937237,19607961,2748
29332,189,5937237,19607961,2963
31001,189,5937237,19607961,3120
33246,189,5937237,19607961,2228
31505,189,5937237,19607961,3336
33645,189,5937237,19607961,3450
35909,189,5937237,19607961,3189
1,970,342254,243510,0
1,970,342254,243510,0
1,970,342254,243510,0
1,970,342254,243510,0
1,970,342254,243510,0
1,970,342254,243510,0
1,970,342254,243510,0
1,970,342254,243510,0
1,970,342254,243510,0
1,970,342254,243510,0
1,970,342254,243510,0
1,970,342254,243510,0
1,970,342254,243510,0
1,970,342254,243510,0
1,970,342254,243510,0
1,970,342254,243510,0
1,970,342254,243510,0
1,970,342254,243510,1
2,970,342254,243510,0
2,970,342254,243510,0
2,970,342254,243510,0
2,970,342254,243510,0
2,970,342254,243510,0
2,970,342254,243510,0
2,970,342254,243510,0
2,970,342254,243510,0
2,970,342254,243510,1
2,970,342254,243510,1
3,970,342254,243510,4
7,970,342254,243510,4
11,970,342254,243510,2
13,970,342254,243510,5
18,970,342254,243510,1
18,970,342254,243510,2
20,970,342254,243510,0
20,970,342254,243510,6
26,970,342254,243510,2
28,970,342254,243510,0
28,970,342254,243510,5
33,970,342254,243510,1
34,970,342254,243510,0
31,970,342254,243510,9
36,970,342254,243510,12
45,970,342254,243510,1
45,970,342254,243510,4
48,970,342254,243510,6
42,970,342254,243510,20
62,970,342254,243510,3
64,970,342254,243510,29
91,970,342254,243510,0
90,970,342254,243510,35
123,970,342254,243510,8
122,970,342254,243510,14
122,970,342254,243510,1
118,970,342254,243510,25
126,970,342254,243510,10
131,970,342254,243510,2
129,970,342254,243510,15
141,970,342254,243510,27
161,970,342254,243510,14
175,970,342254,243510,0
165,970,342254,243510,26
183,970,342254,243510,108
222,970,342254,243510,3
224,970,342254,243510,3
222,970,342254,243510,48
248,970,342254,243510,12
245,970,342254,243510,8
234,970,342254,243510,16
226,970,342254,243510,25
209,970,342254,243510,19
180,970,342254,243510,13
179,970,342254,243510,33
182,970,342254,243510,17
186,970,342254,243510,3
189,970,342254,243510,79
234,970,342254,243510,21
240,970,342254,243510,28
257,970,342254,243510,37
279,970,342254,243510,45
301,970,342254,243510,45
328,970,342254,243510,54
362,970,342254,243510,32
380,970,342254,243510,36
384,970,342254,243510,44
376,970,342254,243510,38
394,970,342254,243510,36
412,970,342254,243510,45
418,970,342254,243510,39
416,970,342254,243510,90
412,970,342254,243510,51
404,970,342254,243510,41
404,970,342254,243510,25
416,970,342254,243510,46
421,970,342254,243510,19
417,970,342254,243510,108
441,970,342254,243510,49
444,970,342254,243510,40
442,970,342254,243510,43
446,970,342254,243510,56
458,970,342254,243510,45
464,970,342254,243510,46
457,970,342254,243510,35
445,970,342254,243510,30
447,970,342254,243510,43
425,970,342254,243510,44
389,970,342254,243510,35
401,970,342254,243510,52
428,970,342254,243510,38
416,970,342254,243510,41
406,970,342254,243510,20
393,970,342254,243510,22
381,970,342254,243510,25
364,970,342254,243510,38
348,970,342254,243510,24
328,970,342254,243510,16
306,970,342254,243510,34
296,970,342254,243510,27
284,970,342254,243510,19
262,970,342254,243510,49
292,970,342254,243510,15
294,970,342254,243510,17
285,970,342254,243510,70
301,970,342254,243510,38
302,970,342254,243510,15
297,970,342254,243510,27
294,970,342254,243510,26
295,970,342254,243510,28
294,970,342254,243510,24
280,970,342254,243510,30
279,970,342254,243510,20
255,970,342254,243510,18
248,970,342254,243510,20
229,970,342254,243510,27
1,11297,16368899,419042,0
1,11297,16368899,419042,0
1,11297,16368899,419042,1
2,11297,16368899,419042,1
3,11297,16368899,419042,0
3,11297,16368899,419042,0
3,11297,16368899,419042,1
4,11297,16368899,419042,0
4,11297,16368899,419042,1
5,11297,16368899,419042,1
6,11297,16368899,419042,0
6,11297,16368899,419042,1
5,11297,16368899,419042,0
4,11297,16368899,419042,0
4,11297,16368899,419042,1
5,11297,16368899,419042,2
7,11297,16368899,419042,2
8,11297,16368899,419042,5
11,11297,16368899,419042,9
20,11297,16368899,419042,3
23,11297,16368899,419042,0
23,11297,16368899,419042,1
23,11297,16368899,419042,1
24,11297,16368899,419042,5
29,11297,16368899,419042,0
29,11297,16368899,419042,3
32,11297,16368899,419042,10
41,11297,16368899,419042,38
79,11297,16368899,419042,10
89,11297,16368899,419042,55
144,11297,16368899,419042,67
207,11297,16368899,419042,0
207,11297,16368899,419042,226
424,11297,16368899,419042,58
478,11297,16368899,419042,20
497,11297,16368899,419042,53
548,11297,16368899,419042,0
546,11297,16368899,419042,93
639,11297,16368899,419042,229
860,11297,16368899,419042,5
864,11297,16368899,419042,166
1025,11297,16368899,419042,85
1103,11297,16368899,419042,356
1452,11297,16368899,419042,51
1501,11297,16368899,419042,17
1504,11297,16368899,419042,62
1551,11297,16368899,419042,67
1593,11297,16368899,419042,186
1778,11297,16368899,419042,110
1668,11297,16368899,419042,78
1603,11297,16368899,419042,75
1498,11297,16368899,419042,92
1476,11297,16368899,419042,128
1518,11297,16368899,419042,138
1604,11297,16368899,419042,111
1702,11297,16368899,419042,293
1987,11297,16368899,419042,190
2177,11297,16368899,419042,206
2182,11297,16368899,419042,125
2291,11297,16368899,419042,76
2362,11297,16368899,419042,223
2510,11297,16368899,419042,384
2802,11297,16368899,419042,427
3123,11297,16368899,419042,349
3403,11297,16368899,419042,206
3572,11297,16368899,419042,428
3925,11297,16368899,419042,448
3983,11297,16368899,419042,338
4230,11297,16368899,419042,224
4449,11297,16368899,419042,381
4781,11297,16368899,419042,310
5031,11297,16368899,419042,406
5041,11297,16368899,419042,359
5034,11297,16368899,419042,472
5310,11297,16368899,419042,425
5254,11297,16368899,419042,438
5278,11297,16368899,419042,721
5409,11297,16368899,419042,0
5401,11297,16368899,419042,500
5636,11297,16368899,419042,534
5720,11297,16368899,419042,571
5898,11297,16368899,419042,660
6214,11297,16368899,419042,591
6412,11297,16368899,419042,508
6617,11297,16368899,419042,635
7006,11297,16368899,419042,412
6954,11297,16368899,419042,792
7690,11297,16368899,419042,1024
8470,11297,16368899,419042,1105
9142,11297,16368899,419042,1163
10058,11297,16368899,419042,1295
10893,11297,16368899,419042,990
11565,11297,16368899,419042,1298
12333,11297,16368899,419042,1513
13497,11297,16368899,419042,1359
14456,11297,16368899,419042,1330
15311,11297,16368899,419042,1320
16229,11297,16368899,419042,0
16229,11297,16368899,419042,2289
17712,11297,16368899,419042,1366
18543,11297,16368899,419042,1501
19581,11297,16368899,419042,1877
20871,11297,16368899,419042,2137
22212,11297,16368899,419042,2134
22742,11297,16368899,419042,2224
24032,11297,16368899,419042,1647
25002,11297,16368899,419042,1859
26351,11297,16368899,419042,2414
27741,11297,16368899,419042,2877
26669,11297,16368899,419042,3137
27512,11297,16368899,419042,3630
23340,11297,16368899,419042,3000
24558,11297,16368899,419042,2909
23820,11297,16368899,419042,3947
24988,11297,16368899,419042,3788
26588,11297,16368899,419042,3390
26586,11297,16368899,419042,3460
27657,11297,16368899,419042,2948
28329,11297,16368899,419042,2889
27847,11297,16368899,419042,2084
26246,11297,16368899,419042,2199
26270,11297,16368899,419042,2442
27007,11297,16368899,419042,2373
26304,11297,16368899,419042,2520
26148,11297,16368899,419042,2505
25940,11297,16368899,419042,2244
25038,11297,16368899,419042,1379
25620,11297,16368899,419042,2008
25449,11297,16368899,419042,2033
23452,11297,16368899,419042,2187
21567,11297,16368899,419042,2089
21146,11297,16368899,419042,1781
19895,11297,16368899,419042,1573
19155,11297,16368899,419042,1246
19017,11297,16368899,419042,1606
18664,11297,16368899,419042,1647
17807,11297,16368899,419042,1652
17407,11297,16368899,419042,1462
17235,11297,16368899,419042,1475
16711,11297,16368899,419042,1211
16031,11297,16368899,419042,954
15166,11297,16368899,419042,1349
15288,11297,16368899,419042,1227
14954,11297,16368899,419042,1041
14554,11297,16368899,419042,1025
13681,11297,16368899,419042,1142
12657,11297,16368899,419042,1075
11904,11297,16368899,419042,613
10994,11297,16368899,419042,1056
10887,11297,16368899,419042,1035
10770,11297,16368899,419042,1093
10743,11297,16368899,419042,1195
10705,11297,16368899,419042,1118
10596,11297,16368899,419042,961
10356,11297,16368899,419042,805
10207,11297,16368899,419042,674
9897,11297,16368899,419042,1076
10072,11297,16368899,419042,1299
10348,11297,16368899,419042,1192
10409,11297,16368899,419042,1404
10667,11297,16368899,419042,1300
10729,11297,16368899,419042,707
10346,11297,16368899,419042,1257
10868,11297,16368899,419042,1113
10946,11297,16368899,419042,956
10975,11297,16368899,419042,1192
11366,11297,16368899,419042,1276
11489,11297,16368899,419042,652
10823,11297,16368899,419042,787
10852,11297,16368899,419042,1374
11068,11297,16368899,419042,1398
11137,11297,16368899,419042,1215
11271,11297,16368899,419042,1250
11426,11297,16368899,419042,1412
11594,11297,16368899,419042,1450
11778,11297,16368899,419042,1061
11626,11297,16368899,419042,1544
11998,11297,16368899,419042,1693
12520,11297,16368899,419042,1840
13208,11297,16368899,419042,1808
13550,11297,16368899,419042,1954
14040,11297,16368899,419042,2024
14793,11297,16368899,419042,1358
14626,11297,16368899,419042,2312
15870,11297,16368899,419042,2509
16502,11297,16368899,419042,2737
17692,11297,16368899,419042,2914
18842,11297,16368899,419042,2973
19870,11297,16368899,419042,3256
20909,11297,16368899,419042,2077
20543,11297,16368899,419042,3609
22377,11297,16368899,419042,4039
23773,11297,16368899,419042,4308
25416,11297,16368899,419042,4266
26907,11297,16368899,419042,4321
28059,11297,16368899,419042,4235
28812,11297,16368899,419042,3229
28641,11297,16368899,419042,4263
29787,11297,16368899,419042,4473
3,394,906814,551731,0
3,394,906814,551731,0
3,394,906814,551731,2
5,394,906814,551731,0
5,394,906814,551731,0
5,394,906814,551731,0
5,394,906814,551731,0
5,394,906814,551731,1
6,394,906814,551731,1
7,394,906814,551731,0
7,394,906814,551731,0
7,394,906814,551731,0
7,394,906814,551731,0
7,394,906814,551731,0
7,394,906814,551731,0
6,394,906814,551731,0
6,394,906814,551731,0
2,394,906814,551731,0
2,394,906814,551731,0
2,394,906814,551731,0
2,394,906814,551731,0
2,394,906814,551731,0
1,394,906814,551731,0
1,394,906814,551731,0
1,394,906814,551731,0
0,394,906814,551731,0
0,394,906814,551731,0
0,394,906814,551731,0
0,394,906814,551731,0
0,394,906814,551731,0
0,394,906814,551731,0
0,394,906814,551731,0
0,394,906814,551731,0
0,394,906814,551731,0
0,394,906814,551731,0
0,394,906814,551731,0
0,394,906814,551731,0
0,394,906814,551731,0
0,394,906814,551731,0
0,394,906814,551731,0
0,394,906814,551731,0
0,394,906814,551731,0
0,394,906814,551731,0
0,394,906814,551731,0
0,394,906814,551731,0
0,394,906814,551731,0
0,394,906814,551731,0
0,394,906814,551731,0
0,394,906814,551731,0
0,394,906814,551731,7
7,394,906814,551731,1
8,394,906814,551731,2
10,394,906814,551731,12
22,394,906814,551731,9
31,394,906814,551731,8
39,394,906814,551731,4
43,394,906814,551731,2
45,394,906814,551731,2
38,394,906814,551731,1
39,394,906814,551731,11
47,394,906814,551731,1
48,394,906814,551731,0
39,394,906814,551731,1
31,394,906814,551731,1
31,394,906814,551731,0
28,394,906814,551731,1
29,394,906814,551731,0
28,394,906814,551731,1
29,394,906814,551731,8
22,394,906814,551731,0
22,394,906814,551731,87
109,394,906814,551731,30
131,394,906814,551731,71
202,394,906814,551731,33
235,394,906814,551731,30
263,394,906814,551731,29
292,394,906814,551731,28
320,394,906814,551731,30
350,394,906814,551731,46
394,394,906814,551731,60
453,394,906814,551731,41
490,394,906814,551731,28
507,394,906814,551731,37
544,394,906814,551731,27
560,394,906814,551731,49
596,394,906814,551731,20
607,394,906814,551731,29
625,394,906814,551731,0
625,394,906814,551731,110
711,394,906814,551731,45
703,394,906814,551731,42
660,394,906814,551731,44
658,394,906814,551731,44
667,394,906814,551731,89
706,394,906814,551731,70
717,394,906814,551731,0
717,394,906814,551731,117
716,394,906814,551731,72
713,394,906814,551731,95
744,394,906814,551731,0
744,394,906814,551731,202
853,394,906814,551731,77
818,394,906814,551731,52
745,394,906814,551731,90
739,394,906814,551731,136
824,394,906814,551731,112
869,394,906814,551731,100
895,394,906814,551731,117
928,394,906814,551731,85
952,394,906814,551731,130
1026,394,906814,551731,170
1128,394,906814,551731,198
1259,394,906814,551731,157
1272,394,906814,551731,196
1337,394,906814,551731,180
1425,394,906814,551731,173
1417,394,906814,551731,196
1469,394,906814,551731,174
1552,394,906814,551731,149
1607,394,906814,551731,174
1666,394,906814,551731,190
1646,394,906814,551731,146
1606,394,906814,551731,175
1549,394,906814,551731,258
1673,394,906814,551731,168
1656,394,906814,551731,202
1666,394,906814,551731,215
1657,394,906814,551731,209
1657,394,906814,551731,280
1707,394,906814,551731,337
1809,394,906814,551731,286
1884,394,906814,551731,259
1901,394,906814,551731,348
2072,394,906814,551731,191
2095,394,906814,551731,333
2282,394,906814,551731,259
2332,394,906814,551731,506
2642,394,906814,551731,317
2741,394,906814,551731,415
2878,394,906814,551731,480
3194,394,906814,551731,570
3491,394,906814,551731,476
3720,394,906814,551731,369
3753,394,906814,551731,300
3760,394,906814,551731,355
3825,394,906814,551731,339
3861,394,906814,551731,342
3838,394,906814,551731,424
3910,394,906814,551731,385
3809,394,906814,551731,306
3631,394,906814,551731,209
3383,394,906814,551731,139
3081,394,906814,551731,392
3149,394,906814,551731,497
3351,394,906814,551731,456
3445,394,906814,551731,523
3535,394,906814,551731,547
3646,394,906814,551731,451
3635,394,906814,551731,414
3649,394,906814,551731,588
3962,394,906814,551731,636
4379,394,906814,551731,713
4782,394,906814,551731,508
4896,394,906814,551731,592
4945,394,906814,551731,374
4754,394,906814,551731,344
4501,394,906814,551731,457
4499,394,906814,551731,621
4833,394,906814,551731,639
5030,394,906814,551731,555
5104,394,906814,551731,740
5323,394,906814,551731,407
5173,394,906814,551731,306
4946,394,906814,551731,613
5102,394,906814,551731,628
5,308,25745083,34694609,2
7,308,25745083,34694609,11
17,308,25745083,34694609,11
28,308,25745083,34694609,4
32,308,25745083,34694609,5
37,308,25745083,34694609,5
40,308,25745083,34694609,0
40,308,25745083,34694609,2
42,308,25745083,34694609,13
52,308,25745083,34694609,11
62,308,25745083,34694609,4
64,308,25745083,34694609,9
71,308,25745083,34694609,5
72,308,25745083,34694609,8
77,308,25745083,34694609,10
81,308,25745083,34694609,17
93,308,25745083,34694609,22
110,308,25745083,34694609,21
127,308,25745083,34694609,0
127,308,25745083,34694609,14
138,308,25745083,34694609,62
198,308,25745083,34694609,67
258,308,25745083,34694609,124
366,308,25745083,34694609,107
466,308,25745083,34694609,78
536,308,25745083,34694609,78
606,308,25745083,34694609,176
771,308,25745083,34694609,150
909,308,25745083,34694609,251
1136,308,25745083,34694609,332
1452,308,25745083,34694609,247
1678,308,25745083,34694609,215
1858,308,25745083,34694609,206
2033,308,25745083,34694609,135
2125,308,25745083,34694609,217
2254,308,25745083,34694609,191
2423,308,25745083,34694609,256
2656,308,25745083,34694609,230
2837,308,25745083,34694609,247
2992,308,25745083,34694609,226
3159,308,25745083,34694609,308
3358,308,25745083,34694609,313
3568,308,25745083,34694609,326
3750,308,25745083,34694609,334
3897,308,25745083,34694609,373
4096,308,25745083,34694609,376
4290,308,25745083,34694609,441
4496,308,25745083,34694609,380
4729,308,25745083,34694609,387
4878,308,25745083,34694609,390
5081,308,25745083,34694609,394
5233,308,25745083,34694609,398
5156,308,25745083,34694609,347
5248,308,25745083,34694609,362
5120,308,25745083,34694609,364
5139,308,25745083,34694609,324
5252,308,25745083,34694609,340
5290,308,25745083,34694609,1057
6055,308,25745083,34694609,391
6221,308,25745083,34694609,366
6247,308,25745083,34694609,395
6378,308,25745083,34694609,397
6569,308,25745083,34694609,368
6644,308,25745083,34694609,363
6586,308,25745083,34694609,396
6666,308,25745083,34694609,392
6786,308,25745083,34694609,404
6936,308,25745083,34694609,361
6767,308,25745083,34694609,374
6708,308,25745083,34694609,367
6599,308,25745083,34694609,372
6343,308,25745083,34694609,409
6106,308,25745083,34694609,436
5822,308,25745083,34694609,421
5357,308,25745083,34694609,417
4631,308,25745083,34694609,483
4766,308,25745083,34694609,484
4762,308,25745083,34694609,510
4901,308,25745083,34694609,498
5057,308,25745083,34694609,478
5186,308,25745083,34694609,475
5309,308,25745083,34694609,469
5336,308,25745083,34694609,507
5439,308,25745083,34694609,511
5546,308,25745083,34694609,495
5619,308,25745083,34694609,511
5707,308,25745083,34694609,506
5742,308,25745083,34694609,511
5886,308,25745083,34694609,522
5962,308,25745083,34694609,516
6103,308,25745083,34694609,508
6191,308,25745083,34694609,540
6364,308,25745083,34694609,539
6348,308,25745083,34694609,580
6248,308,25745083,34694609,565
6232,308,25745083,34694609,546
6148,308,25745083,34694609,572
6120,308,25745083,34694609,577
6269,308,25745083,34694609,575
6294,308,25745083,34694609,614
6511,308,25745083,34694609,611
6712,308,25745083,34694609,618
6871,308,25745083,34694609,619
7049,308,25745083,34694609,675
7335,308,25745083,34694609,681
7434,308,25745083,34694609,687
7763,308,25745083,34694609,712
7981,308,25745083,34694609,725
8202,308,25745083,34694609,735
8497,308,25745083,34694609,778
8853,308,25745083,34694609,783
9051,308,25745083,34694609,861
9468,308,25745083,34694609,875
9900,308,25745083,34694609,872
10260,308,25745083,34694609,879
10613,308,25745083,34694609,902
10897,308,25745083,34694609,915
11065,308,25745083,34694609,915
11187,308,25745083,34694609,929
11289,308,25745083,34694609,949
11351,308,25745083,34694609,960
11233,308,25745083,34694609,965
11312,308,25745083,34694609,998
11513,308,25745083,34694609,1026
11760,308,25745083,34694609,1020
11915,308,25745083,34694609,1078
12247,308,25745083,34694609,1068
12418,308,25745083,34694609,1081
12695,308,25745083,34694609,1196
13131,308,25745083,34694609,1052
13146,308,25745083,34694609,1108
13198,308,25745083,34694609,1144
13535,308,25745083,34694609,1159
13793,308,25745083,34694609,1153
14090,308,25745083,34694609,1025
14300,308,25745083,34694609,1099
14572,308,25745083,34694609,1023
14599,308,25745083,34694609,1014
14690,308,25745083,34694609,1070
14680,308,25745083,34694609,1030
14766,308,25745083,34694609,1069
14443,308,25745083,34694609,1101
14386,308,25745083,34694609,1096
14147,308,25745083,34694609,1066
14055,308,25745083,34694609,1132
14024,308,25745083,34694609,1155
14184,308,25745083,34694609,1090
14210,308,25745083,34694609,1072
14196,308,25745083,34694609,1079
14241,308,25745083,34694609,1121
14383,308,25745083,34694609,1030
14315,308,25745083,34694609,1092
14279,308,25745083,34694609,1140
14282,308,25745083,34694609,1165
14308,308,25745083,34694609,1204
14177,308,25745083,34694609,1212
14399,308,25745083,34694609,1101
14517,308,25745083,34694609,1067
14552,308,25745083,34694609,1114
14641,308,25745083,34694609,1189
14767,308,25745083,34694609,1185
14742,308,25745083,34694609,1273
14951,308,25745083,34694609,1282
15109,308,25745083,34694609,1275
15272,308,25745083,34694609,1291
15524,308,25745083,34694609,1329
15708,308,25745083,34694609,1259
15913,308,25745083,34694609,1325
16096,308,25745083,34694609,1320
16184,308,25745083,34694609,1311
16334,308,25745083,34694609,1335
16443,308,25745083,34694609,1330
16482,308,25745083,34694609,1295
16319,308,25745083,34694609,1329
16296,308,25745083,34694609,1332
16198,308,25745083,34694609,1344
16286,308,25745083,34694609,1365
16301,308,25745083,34694609,1326
16407,308,25745083,34694609,1334
16469,308,25745083,34694609,1349
16357,308,25745083,34694609,1364
2,573,8842103,16509359,0
2,573,8842103,16509359,0
2,573,8842103,16509359,0
2,573,8842103,16509359,0
2,573,8842103,16509359,0
2,573,8842103,16509359,0
2,573,8842103,16509359,12
14,573,8842103,16509359,0
14,573,8842103,16509359,0
14,573,8842103,16509359,0
14,573,8842103,16509359,0
14,573,8842103,16509359,0
14,573,8842103,16509359,1
15,573,8842103,16509359,2
17,573,8842103,16509359,0
17,573,8842103,16509359,0
17,573,8842103,16509359,0
17,573,8842103,16509359,4
21,573,8842103,16509359,5
26,573,8842103,16509359,2
17,573,8842103,16509359,0
17,573,8842103,16509359,2
19,573,8842103,16509359,0
19,573,8842103,16509359,3
21,573,8842103,16509359,0
16,573,8842103,16509359,3
18,573,8842103,16509359,4
19,573,8842103,16509359,3
22,573,8842103,16509359,0
22,573,8842103,16509359,6
25,573,8842103,16509359,0
25,573,8842103,16509359,10
33,573,8842103,16509359,25
58,573,8842103,16509359,6
64,573,8842103,16509359,57
116,573,8842103,16509359,22
137,573,8842103,16509359,0
137,573,8842103,16509359,8
