Sno,Date,Time,State/UnionTerritory,ConfirmedIndianNational,ConfirmedForeignNational,Cured,Deaths,Confirmed,Active,Population Density,Urban Population,Rural Population,Y
3828,07/07/20,8:00 AM,Delhi,-,-,72088,3115,100823,25620,11297,16368899,419042,2008
3864,08/07/20,8:00 AM,Delhi,-,-,74217,3165,102831,25449,11297,16368899,419042,2033
3900,09/07/20,8:00 AM,Delhi,-,-,78199,3213,104864,23452,11297,16368899,419042,2187
3936,10/07/20,8:00 AM,Delhi,-,-,82226,3258,107051,21567,11297,16368899,419042,2089
3972,11/07/20,8:00 AM,Delhi,-,-,84694,3300,109140,21146,11297,16368899,419042,1781
4008,12/07/20,8:00 AM,Delhi,-,-,87692,3334,110921,19895,11297,16368899,419042,1573
4044,13/07/20,8:00 AM,Delhi,-,-,89968,3371,112494,19155,11297,16368899,419042,1246
4080,14/07/20,8:00 AM,Delhi,-,-,91312,3411,113740,19017,11297,16368899,419042,1606
4116,15/07/20,8:00 AM,Delhi,-,-,93236,3446,115346,18664,11297,16368899,419042,1647
4152,16/07/20,8:00 AM,Delhi,-,-,95699,3487,116993,17807,11297,16368899,419042,1652
4188,17/07/20,8:00 AM,Delhi,-,-,97693,3545,118645,17407,11297,16368899,419042,1462
4224,18/07/20,8:00 AM,Delhi,-,-,99301,3571,120107,17235,11297,16368899,419042,1475
4260,19/07/20,8:00 AM,Delhi,-,-,101274,3597,121582,16711,11297,16368899,419042,1211
4295,20/07/20,8:00 AM,Delhi,-,-,103134,3628,122793,16031,11297,16368899,419042,954
4330,21/07/20,8:00 AM,Delhi,-,-,104918,3663,123747,15166,11297,16368899,419042,1349
4365,22/07/20,8:00 AM,Delhi,-,-,106118,3690,125096,15288,11297,16368899,419042,1227
4400,23/07/20,8:00 AM,Delhi,-,-,107650,3719,126323,14954,11297,16368899,419042,1041
4435,24/07/20,8:00 AM,Delhi,-,-,109065,3745,127364,14554,11297,16368899,419042,1025
4470,25/07/20,8:00 AM,Delhi,-,-,110931,3777,128389,13681,11297,16368899,419042,1142
4505,26/07/20,8:00 AM,Delhi,-,-,113068,3806,129531,12657,11297,16368899,419042,1075
4540,27/07/20,8:00 AM,Delhi,-,-,114875,3827,130606,11904,11297,16368899,419042,613
4575,28/07/20,8:00 AM,Delhi,-,-,116372,3853,131219,10994,11297,16368899,419042,1056
4610,29/07/20,8:00 AM,Delhi,-,-,117507,3881,132275,10887,11297,16368899,419042,1035
4645,30/07/20,8:00 AM,Delhi,-,-,118633,3907,133310,10770,11297,16368899,419042,1093
4680,31/07/20,8:00 AM,Delhi,-,-,119724,3936,134403,10743,11297,16368899,419042,1195
4715,01/08/20,8:00 AM,Delhi,-,-,120930,3963,135598,10705,11297,16368899,419042,1118
4750,02/08/20,8:00 AM,Delhi,-,-,122131,3989,136716,10596,11297,16368899,419042,961
4785,03/08/20,8:00 AM,Delhi,-,-,123317,4004,137677,10356,11297,16368899,419042,805
4820,04/08/20,8:00 AM,Delhi,-,-,124254,4021,138482,10207,11297,16368899,419042,674
4855,05/08/20,8:00 AM,Delhi,-,-,125226,4033,139156,9897,11297,16368899,419042,1076
4890,06/08/20,8:00 AM,Delhi,-,-,126116,4044,140232,10072,11297,16368899,419042,1299
4925,07/08/20,8:00 AM,Delhi,-,-,127124,4059,141531,10348,11297,16368899,419042,1192
4960,08/08/20,8:00 AM,Delhi,-,-,128232,4082,142723,10409,11297,16368899,419042,1404
4995,09/08/20,8:00 AM,Delhi,-,-,129362,4098,144127,10667,11297,16368899,419042,1300
5030,10/08/20,8:00 AM,Delhi,-,-,130587,4111,145427,10729,11297,16368899,419042,707
5065,11/08/20,8:00 AM,Delhi,-,-,131657,4131,146134,10346,11297,16368899,419042,1257
5100,12/08/20,8:00 AM,Delhi,-,-,132384,4139,147391,10868,11297,16368899,419042,1113
5135,13/08/20,8:00 AM,Delhi,-,-,133405,4153,148504,10946,11297,16368899,419042,956
5170,14/08/20,8:00 AM,Delhi,-,-,134318,4167,149460,10975,11297,16368899,419042,1192
5205,15/08/20,8:00 AM,Delhi,-,-,135108,4178,150652,11366,11297,16368899,419042,1276
5240,16/08/20,8:00 AM,Delhi,-,-,136251,4188,151928,11489,11297,16368899,419042,652
5275,17/08/20,8:00 AM,Delhi,-,-,137561,4196,152580,10823,11297,16368899,419042,787
5310,18/08/20,8:00 AM,Delhi,-,-,138301,4214,153367,10852,11297,16368899,419042,1374
5345,19/08/20,8:00 AM,Delhi,-,-,139447,4226,154741,11068,11297,16368899,419042,1398
5380,20/08/20,8:00 AM,Delhi,-,-,140767,4235,156139,11137,11297,16368899,419042,1215
5415,21/08/20,8:00 AM,Delhi,-,-,141826,4257,157354,11271,11297,16368899,419042,1250
5450,22/08/20,8:00 AM,Delhi,-,-,142908,4270,158604,11426,11297,16368899,419042,1412
5485,23/08/20,8:00 AM,Delhi,-,-,144138,4284,160016,11594,11297,16368899,419042,1450
5520,24/08/20,8:00 AM,Delhi,-,-,145388,4300,161466,11778,11297,16368899,419042,1061
5555,25/08/20,8:00 AM,Delhi,-,-,146588,4313,162527,11626,11297,16368899,419042,1544
5590,26/08/20,8:00 AM,Delhi,-,-,147743,4330,164071,11998,11297,16368899,419042,1693
5625,27/08/20,8:00 AM,Delhi,-,-,148897,4347,165764,12520,11297,16368899,419042,1840
5660,28/08/20,8:00 AM,Delhi,-,-,150027,4369,167604,13208,11297,16368899,419042,1808
5695,29/08/20,8:00 AM,Delhi,-,-,151473,4389,169412,13550,11297,16368899,419042,1954
5730,30/08/20,8:00 AM,Delhi,-,-,152922,4404,171366,14040,11297,16368899,419042,2024
5765,31/08/20,8:00 AM,Delhi,-,-,154171,4426,173390,14793,11297,16368899,419042,1358
5800,01/09/20,8:00 AM,Delhi,-,-,155678,4444,174748,14626,11297,16368899,419042,2312
5835,02/09/20,8:00 AM,Delhi,-,-,156728,4462,177060,15870,11297,16368899,419042,2509
5870,03/09/20,8:00 AM,Delhi,-,-,158586,4481,179569,16502,11297,16368899,419042,2737
5905,04/09/20,8:00 AM,Delhi,-,-,160114,4500,182306,17692,11297,16368899,419042,2914
5940,05/09/20,8:00 AM,Delhi,-,-,161865,4513,185220,18842,11297,16368899,419042,2973
5975,06/09/20,8:00 AM,Delhi,-,-,163785,4538,188193,19870,11297,16368899,419042,3256
6010,07/09/20,8:00 AM,Delhi,-,-,165973,4567,191449,20909,11297,16368899,419042,2077
6045,08/09/20,8:00 AM,Delhi,-,-,168384,4599,193526,20543,11297,16368899,419042,3609
6080,09/09/20,8:00 AM,Delhi,-,-,170140,4618,197135,22377,11297,16368899,419042,4039
6115,10/09/20,8:00 AM,Delhi,-,-,172763,4638,201174,23773,11297,16368899,419042,4308
6150,11/09/20,8:00 AM,Delhi,-,-,175400,4666,205482,25416,11297,16368899,419042,4266
6185,12/09/20,8:00 AM,Delhi,-,-,178154,4687,209748,26907,11297,16368899,419042,4321
6220,13/09/20,8:00 AM,Delhi,-,-,181295,4715,214069,28059,11297,16368899,419042,4235
6255,14/09/20,8:00 AM,Delhi,-,-,184748,4744,218304,28812,11297,16368899,419042,3229
6290,15/09/20,8:00 AM,Delhi,-,-,188122,4770,221533,28641,11297,16368899,419042,4263
6325,16/09/20,8:00 AM,Delhi,-,-,191203,4806,225796,29787,11297,16368899,419042,4473
372,26/03/20,6:00 PM,Goa,3,0,0,0,3,3,394,906814,551731,0
399,27/03/20,10:00 AM,Goa,3,0,0,0,3,3,394,906814,551731,0
426,28/03/20,6:00 PM,Goa,3,0,0,0,3,3,394,906814,551731,2
453,29/03/20,7:30 PM,Goa,-,-,0,0,5,5,394,906814,551731,0
480,30/03/20,9:30 PM,Goa,-,-,0,0,5,5,394,906814,551731,0
508,31/03/20,8:30 PM,Goa,-,-,0,0,5,5,394,906814,551731,0
537,01/04/20,7:30 PM,Goa,-,-,0,0,5,5,394,906814,551731,0
566,02/04/20,6:00 PM,Goa,-,-,0,0,5,5,394,906814,551731,1
596,03/04/20,6:00 PM,Goa,-,-,0,0,6,6,394,906814,551731,1
627,04/04/20,6:00 PM,Goa,-,-,0,0,7,7,394,906814,551731,0
657,05/04/20,6:00 PM,Goa,-,-,0,0,7,7,394,906814,551731,0
687,06/04/20,6:00 PM,Goa,-,-,0,0,7,7,394,906814,551731,0
717,07/04/20,6:00 PM,Goa,-,-,0,0,7,7,394,906814,551731,0
748,08/04/20,5:00 PM,Goa,-,-,0,0,7,7,394,906814,551731,0
779,09/04/20,5:00 PM,Goa,-,-,0,0,7,7,394,906814,551731,0
810,10/04/20,5:00 PM,Goa,-,-,1,0,7,6,394,906814,551731,0
841,11/04/20,5:00 PM,Goa,-,-,1,0,7,6,394,906814,551731,0
872,12/04/20,5:00 PM,Goa,-,-,5,0,7,2,394,906814,551731,0
903,13/04/20,5:00 PM,Goa,-,-,5,0,7,2,394,906814,551731,0
935,14/04/20,5:00 PM,Goa,-,-,5,0,7,2,394,906814,551731,0
968,15/04/20,5:00 PM,Goa,-,-,5,0,7,2,394,906814,551731,0
1001,16/04/20,5:00 PM,Goa,-,-,5,0,7,2,394,906814,551731,0
1034,17/04/20,5:00 PM,Goa,-,-,6,0,7,1,394,906814,551731,0
1067,18/04/20,5:00 PM,Goa,-,-,6,0,7,1,394,906814,551731,0
1100,19/04/20,5:00 PM,Goa,-,-,6,0,7,1,394,906814,551731,0
1133,20/04/20,5:00 PM,Goa,-,-,7,0,7,0,394,906814,551731,0
1166,21/04/20,5:00 PM,Goa,-,-,7,0,7,0,394,906814,551731,0
1199,22/04/20,5:00 PM,Goa,-,-,7,0,7,0,394,906814,551731,0
1231,23/04/20,5:00 PM,Goa,-,-,7,0,7,0,394,906814,551731,0
1263,24/04/20,5:00 PM,Goa,-,-,7,0,7,0,394,906814,551731,0
1295,25/04/20,5:00 PM,Goa,-,-,7,0,7,0,394,906814,551731,0
1327,26/04/20,5:00 PM,Goa,-,-,7,0,7,0,394,906814,551731,0
1359,27/04/20,5:00 PM,Goa,-,-,7,0,7,0,394,906814,551731,0
1391,28/04/20,5:00 PM,Goa,-,-,7,0,7,0,394,906814,551731,0
1423,29/04/20,5:00 PM,Goa,-,-,7,0,7,0,394,906814,551731,0
1455,30/04/20,5:00 PM,Goa,-,-,7,0,7,0,394,906814,551731,0
1487,01/05/20,5:00 PM,Goa,-,-,7,0,7,0,394,906814,551731,0
1519,02/05/20,5:00 PM,Goa,-,-,7,0,7,0,394,906814,551731,0
1551,03/05/20,5:00 PM,Goa,-,-,7,0,7,0,394,906814,551731,0
1583,04/05/20,5:00 PM,Goa,-,-,7,0,7,0,394,906814,551731,0
1615,05/05/20,5:00 PM,Goa,-,-,7,0,7,0,394,906814,551731,0
1648,06/05/20,8:00 AM,Goa,-,-,7,0,7,0,394,906814,551731,0
1681,07/05/20,8:00 AM,Goa,-,-,7,0,7,0,394,906814,551731,0
1714,08/05/20,8:00 AM,Goa,-,-,7,0,7,0,394,906814,551731,0
1747,09/05/20,8:00 AM,Goa,-,-,7,0,7,0,394,906814,551731,0
1780,10/05/20,8:00 AM,Goa,-,-,7,0,7,0,394,906814,551731,0
1813,11/05/20,8:00 AM,Goa,-,-,7,0,7,0,394,906814,551731,0
1846,12/05/20,8:00 AM,Goa,-,-,7,0,7,0,394,906814,551731,0
1879,13/05/20,8:00 AM,Goa,-,-,7,0,7,0,394,906814,551731,0
1912,14/05/20,8:00 AM,Goa,-,-,7,0,7,0,394,906814,551731,7
1945,15/05/20,8:00 AM,Goa,-,-,7,0,14,7,394,906814,551731,1
1978,16/05/20,8:00 AM,Goa,-,-,7,0,15,8,394,906814,551731,2
2011,17/05/20,8:00 AM,Goa,-,-,7,0,17,10,394,906814,551731,12
2044,18/05/20,8:00 AM,Goa,-,-,7,0,29,22,394,906814,551731,9
2077,19/05/20,8:00 AM,Goa,-,-,7,0,38,31,394,906814,551731,8
2110,20/05/20,8:00 AM,Goa,-,-,7,0,46,39,394,906814,551731,4
2144,21/05/20,8:00 AM,Goa,-,-,7,0,50,43,394,906814,551731,2
2178,22/05/20,8:00 AM,Goa,-,-,7,0,52,45,394,906814,551731,2
2212,23/05/20,8:00 AM,Goa,-,-,16,0,54,38,394,906814,551731,1
2246,24/05/20,8:00 AM,Goa,-,-,16,0,55,39,394,906814,551731,11
2281,25/05/20,8:00 AM,Goa,-,-,19,0,66,47,394,906814,551731,1
2316,26/05/20,8:00 AM,Goa,-,-,19,0,67,48,394,906814,551731,0
2352,27/05/20,8:00 AM,Goa,-,-,28,0,67,39,394,906814,551731,1
2388,28/05/20,8:00 AM,Goa,-,-,37,0,68,31,394,906814,551731,1
2424,29/05/20,8:00 AM,Goa,-,-,38,0,69,31,394,906814,551731,0
2460,30/05/20,8:00 AM,Goa,-,-,41,0,69,28,394,906814,551731,1
2496,31/05/20,8:00 AM,Goa,-,-,41,0,70,29,394,906814,551731,0
2532,01/06/20,8:00 AM,Goa,-,-,42,0,70,28,394,906814,551731,1
2568,02/06/20,8:00 AM,Goa,-,-,42,0,71,29,394,906814,551731,8
2604,03/06/20,8:00 AM,Goa,-,-,57,0,79,22,394,906814,551731,0
2640,04/06/20,8:00 AM,Goa,-,-,57,0,79,22,394,906814,551731,87
2676,05/06/20,8:00 AM,Goa,-,-,57,0,166,109,394,906814,551731,30
2712,06/06/20,8:00 AM,Goa,-,-,65,0,196,131,394,906814,551731,71
2748,07/06/20,8:00 AM,Goa,-,-,65,0,267,202,394,906814,551731,33
2784,08/06/20,8:00 AM,Goa,-,-,65,0,300,235,394,906814,551731,30
2820,09/06/20,8:00 AM,Goa,-,-,67,0,330,263,394,906814,551731,29
2856,10/06/20,8:00 AM,Goa,-,-,67,0,359,292,394,906814,551731,28
2893,11/06/20,8:00 AM,Goa,-,-,67,0,387,320,394,906814,551731,30
2929,12/06/20,8:00 AM,Goa,-,-,67,0,417,350,394,906814,551731,46
2965,13/06/20,8:00 AM,Goa,-,-,69,0,463,394,394,906814,551731,60
3001,14/06/20,8:00 AM,Goa,-,-,70,0,523,453,394,906814,551731,41
3037,15/06/20,8:00 AM,Goa,-,-,74,0,564,490,394,906814,551731,28
3073,16/06/20,8:00 AM,Goa,-,-,85,0,592,507,394,906814,551731,37
3109,17/06/20,8:00 AM,Goa,-,-,85,0,629,544,394,906814,551731,27
3145,18/06/20,8:00 AM,Goa,-,-,96,0,656,560,394,906814,551731,49
3181,19/06/20,8:00 AM,Goa,-,-,109,0,705,596,394,906814,551731,20
3217,20/06/20,8:00 AM,Goa,-,-,118,0,725,607,394,906814,551731,29
3253,21/06/20,8:00 AM,Goa,-,-,129,0,754,625,394,906814,551731,0
3289,22/06/20,8:00 AM,Goa,-,-,129,0,754,625,394,906814,551731,110
3325,23/06/20,8:00 AM,Goa,-,-,152,1,864,711,394,906814,551731,45
3361,24/06/20,8:00 AM,Goa,-,-,205,1,909,703,394,906814,551731,42
3397,25/06/20,8:00 AM,Goa,-,-,289,2,951,660,394,906814,551731,44
3433,26/06/20,8:00 AM,Goa,-,-,335,2,995,658,394,906814,551731,44
3469,27/06/20,8:00 AM,Goa,-,-,370,2,1039,667,394,906814,551731,89
3505,28/06/20,8:00 AM,Goa,-,-,420,2,1128,706,394,906814,551731,70
3541,29/06/20,8:00 AM,Goa,-,-,478,3,1198,717,394,906814,551731,0
3577,30/06/20,8:00 AM,Goa,-,-,478,3,1198,717,394,906814,551731,117
3613,01/07/20,8:00 AM,Goa,-,-,596,3,1315,716,394,906814,551731,72
3649,02/07/20,8:00 AM,Goa,-,-,670,4,1387,713,394,906814,551731,95
3685,03/07/20,8:00 AM,Goa,-,-,734,4,1482,744,394,906814,551731,0
3721,04/07/20,8:00 AM,Goa,-,-,734,4,1482,744,394,906814,551731,202
3757,05/07/20,8:00 AM,Goa,-,-,825,6,1684,853,394,906814,551731,77
3793,06/07/20,8:00 AM,Goa,-,-,936,7,1761,818,394,906814,551731,52
3829,07/07/20,8:00 AM,Goa,-,-,1061,7,1813,745,394,906814,551731,90
3865,08/07/20,8:00 AM,Goa,-,-,1156,8,1903,739,394,906814,551731,136
3901,09/07/20,8:00 AM,Goa,-,-,1207,8,2039,824,394,906814,551731,112
3937,10/07/20,8:00 AM,Goa,-,-,1273,9,2151,869,394,906814,551731,100
3973,11/07/20,8:00 AM,Goa,-,-,1347,9,2251,895,394,906814,551731,117
4009,12/07/20,8:00 AM,Goa,-,-,1428,12,2368,928,394,906814,551731,85
4045,13/07/20,8:00 AM,Goa,-,-,1487,14,2453,952,394,906814,551731,130
4081,14/07/20,8:00 AM,Goa,-,-,1540,17,2583,1026,394,906814,551731,170
4117,15/07/20,8:00 AM,Goa,-,-,1607,18,2753,1128,394,906814,551731,198
4153,16/07/20,8:00 AM,Goa,-,-,1674,18,2951,1259,394,906814,551731,157
4189,17/07/20,8:00 AM,Goa,-,-,1817,19,3108,1272,394,906814,551731,196
4225,18/07/20,8:00 AM,Goa,-,-,1946,21,3304,1337,394,906814,551731,180
4261,19/07/20,8:00 AM,Goa,-,-,2038,21,3484,1425,394,906814,551731,173
4296,20/07/20,8:00 AM,Goa,-,-,2218,22,3657,1417,394,906814,551731,196
4331,21/07/20,8:00 AM,Goa,-,-,2361,23,3853,1469,394,906814,551731,174
4366,22/07/20,8:00 AM,Goa,-,-,2449,26,4027,1552,394,906814,551731,149
4401,23/07/20,8:00 AM,Goa,-,-,2541,28,4176,1607,394,906814,551731,174
4436,24/07/20,8:00 AM,Goa,-,-,2655,29,4350,1666,394,906814,551731,190
4471,25/07/20,8:00 AM,Goa,-,-,2865,29,4540,1646,394,906814,551731,146
4506,26/07/20,8:00 AM,Goa,-,-,3047,33,4686,1606,394,906814,551731,175
4541,27/07/20,8:00 AM,Goa,-,-,3277,35,4861,1549,394,906814,551731,258
4576,28/07/20,8:00 AM,Goa,-,-,3410,36,5119,1673,394,906814,551731,168
4611,29/07/20,8:00 AM,Goa,-,-,3595,36,5287,1656,394,906814,551731,202
4646,30/07/20,8:00 AM,Goa,-,-,3784,39,5489,1666,394,906814,551731,215
4681,31/07/20,8:00 AM,Goa,-,-,4005,42,5704,1657,394,906814,551731,209
4716,01/08/20,8:00 AM,Goa,-,-,4211,45,5913,1657,394,906814,551731,280
4751,02/08/20,8:00 AM,Goa,-,-,4438,48,6193,1707,394,906814,551731,337
4786,03/08/20,8:00 AM,Goa,-,-,4668,53,6530,1809,394,906814,551731,286
4821,04/08/20,8:00 AM,Goa,-,-,4876,56,6816,1884,394,906814,551731,259
4856,05/08/20,8:00 AM,Goa,-,-,5114,60,7075,1901,394,906814,551731,348
4891,06/08/20,8:00 AM,Goa,-,-,5287,64,7423,2072,394,906814,551731,191
4926,07/08/20,8:00 AM,Goa,-,-,5453,66,7614,2095,394,906814,551731,333
4961,08/08/20,8:00 AM,Goa,-,-,5595,70,7947,2282,394,906814,551731,259
4996,09/08/20,8:00 AM,Goa,-,-,5802,72,8206,2332,394,906814,551731,506
5031,10/08/20,8:00 AM,Goa,-,-,5995,75,8712,2642,394,906814,551731,317
5066,11/08/20,8:00 AM,Goa,-,-,6208,80,9029,2741,394,906814,551731,415
5101,12/08/20,8:00 AM,Goa,-,-,6480,86,9444,2878,394,906814,551731,480
5136,13/08/20,8:00 AM,Goa,-,-,6641,89,9924,3194,394,906814,551731,570
5171,14/08/20,8:00 AM,Goa,-,-,6912,91,10494,3491,394,906814,551731,476
5206,15/08/20,8:00 AM,Goa,-,-,7157,93,10970,3720,394,906814,551731,369
5241,16/08/20,8:00 AM,Goa,-,-,7488,98,11339,3753,394,906814,551731,300
5276,17/08/20,8:00 AM,Goa,-,-,7775,104,11639,3760,394,906814,551731,355
5311,18/08/20,8:00 AM,Goa,-,-,8058,111,11994,3825,394,906814,551731,339
5346,19/08/20,8:00 AM,Goa,-,-,8356,116,12333,3861,394,906814,551731,342
5381,20/08/20,8:00 AM,Goa,-,-,8713,124,12675,3838,394,906814,551731,424
5416,21/08/20,8:00 AM,Goa,-,-,9063,126,13099,3910,394,906814,551731,385
5451,22/08/20,8:00 AM,Goa,-,-,9540,135,13484,3809,394,906814,551731,306
5486,23/08/20,8:00 AM,Goa,-,-,10019,140,13790,3631,394,906814,551731,209
5521,24/08/20,8:00 AM,Goa,-,-,10472,144,13999,3383,394,906814,551731,139
5556,25/08/20,8:00 AM,Goa,-,-,10909,148,14138,3081,394,906814,551731,392
5591,26/08/20,8:00 AM,Goa,-,-,11224,157,14530,3149,394,906814,551731,497
5626,27/08/20,8:00 AM,Goa,-,-,11511,165,15027,3351,394,906814,551731,456
5661,28/08/20,8:00 AM,Goa,-,-,11867,171,15483,3445,394,906814,551731,523
5696,29/08/20,8:00 AM,Goa,-,-,12296,175,16006,3535,394,906814,551731,547
5731,30/08/20,8:00 AM,Goa,-,-,12729,178,16553,3646,394,906814,551731,451
5766,31/08/20,8:00 AM,Goa,-,-,13186,183,17004,3635,394,906814,551731,414
5801,01/09/20,8:00 AM,Goa,-,-,13577,192,17418,3649,394,906814,551731,588
5836,02/09/20,8:00 AM,Goa,-,-,13850,194,18006,3962,394,906814,551731,636
5871,03/09/20,8:00 AM,Goa,-,-,14059,204,18642,4379,394,906814,551731,713
5906,04/09/20,8:00 AM,Goa,-,-,14361,212,19355,4782,394,906814,551731,508
5941,05/09/20,8:00 AM,Goa,-,-,14747,220,19863,4896,394,906814,551731,592
5976,06/09/20,8:00 AM,Goa,-,-,15281,229,20455,4945,394,906814,551731,374
6011,07/09/20,8:00 AM,Goa,-,-,15839,236,20829,4754,394,906814,551731,344
6046,08/09/20,8:00 AM,Goa,-,-,16427,245,21173,4501,394,906814,551731,457
6081,09/09/20,8:00 AM,Goa,-,-,16875,256,21630,4499,394,906814,551731,621
6116,10/09/20,8:00 AM,Goa,-,-,17156,262,22251,4833,394,906814,551731,639
6151,11/09/20,8:00 AM,Goa,-,-,17592,268,22890,5030,394,906814,551731,555
6186,12/09/20,8:00 AM,Goa,-,-,18065,276,23445,5104,394,906814,551731,740
6221,13/09/20,8:00 AM,Goa,-,-,18576,286,24185,5323,394,906814,551731,407
6256,14/09/20,8:00 AM,Goa,-,-,19129,290,24592,5173,394,906814,551731,306
6291,15/09/20,8:00 AM,Goa,-,-,19648,304,24898,4946,394,906814,551731,613
6326,16/09/20,8:00 AM,Goa,-,-,20094,315,25511,5102,394,906814,551731,628
232,20/03/20,6:00 PM,Gujarat,5,0,0,0,5,5,308,25745083,34694609,2
252,21/03/20,6:00 PM,Gujarat,7,0,0,0,7,7,308,25745083,34694609,11
275,22/03/20,6:00 PM,Gujarat,18,0,0,1,18,17,308,25745083,34694609,11
298,23/03/20,6:00 PM,Gujarat,29,0,0,1,29,28,308,25745083,34694609,4
321,24/03/20,6:00 PM,Gujarat,32,1,0,1,33,32,308,25745083,34694609,5
345,25/03/20,6:00 PM,Gujarat,37,1,0,1,38,37,308,25745083,34694609,5
373,26/03/20,6:00 PM,Gujarat,42,1,0,3,43,40,308,25745083,34694609,0
400,27/03/20,10:00 AM,Gujarat,42,1,0,3,43,40,308,25745083,34694609,2
427,28/03/20,6:00 PM,Gujarat,44,1,0,3,45,42,308,25745083,34694609,13
454,29/03/20,7:30 PM,Gujarat,-,-,1,5,58,52,308,25745083,34694609,11
481,30/03/20,9:30 PM,Gujarat,-,-,1,6,69,62,308,25745083,34694609,4
509,31/03/20,8:30 PM,Gujarat,-,-,3,6,73,64,308,25745083,34694609,9
538,01/04/20,7:30 PM,Gujarat,-,-,5,6,82,71,308,25745083,34694609,5
567,02/04/20,6:00 PM,Gujarat,-,-,8,7,87,72,308,25745083,34694609,8
597,03/04/20,6:00 PM,Gujarat,-,-,10,8,95,77,308,25745083,34694609,10
628,04/04/20,6:00 PM,Gujarat,-,-,14,10,105,81,308,25745083,34694609,17
658,05/04/20,6:00 PM,Gujarat,-,-,18,11,122,93,308,25745083,34694609,22
688,06/04/20,6:00 PM,Gujarat,-,-,22,12,144,110,308,25745083,34694609,21
718,07/04/20,6:00 PM,Gujarat,-,-,25,13,165,127,308,25745083,34694609,0
749,08/04/20,5:00 PM,Gujarat,-,-,25,13,165,127,308,25745083,34694609,14
780,09/04/20,5:00 PM,Gujarat,-,-,25,16,179,138,308,25745083,34694609,62
811,10/04/20,5:00 PM,Gujarat,-,-,26,17,241,198,308,25745083,34694609,67
842,11/04/20,5:00 PM,Gujarat,-,-,31,19,308,258,308,25745083,34694609,124
873,12/04/20,5:00 PM,Gujarat,-,-,44,22,432,366,308,25745083,34694609,107
904,13/04/20,5:00 PM,Gujarat,-,-,47,26,539,466,308,25745083,34694609,78
936,14/04/20,5:00 PM,Gujarat,-,-,55,26,617,536,308,25745083,34694609,78
969,15/04/20,5:00 PM,Gujarat,-,-,59,30,695,606,308,25745083,34694609,176
1002,16/04/20,5:00 PM,Gujarat,-,-,64,36,871,771,308,25745083,34694609,150
1035,17/04/20,5:00 PM,Gujarat,-,-,74,38,1021,909,308,25745083,34694609,251
1068,18/04/20,5:00 PM,Gujarat,-,-,88,48,1272,1136,308,25745083,34694609,332
1101,19/04/20,5:00 PM,Gujarat,-,-,94,58,1604,1452,308,25745083,34694609,247
1134,20/04/20,5:00 PM,Gujarat,-,-,106,67,1851,1678,308,25745083,34694609,215
1167,21/04/20,5:00 PM,Gujarat,-,-,131,77,2066,1858,308,25745083,34694609,206
1200,22/04/20,5:00 PM,Gujarat,-,-,144,95,2272,2033,308,25745083,34694609,135
1232,23/04/20,5:00 PM,Gujarat,-,-,179,103,2407,2125,308,25745083,34694609,217
1264,24/04/20,5:00 PM,Gujarat,-,-,258,112,2624,2254,308,25745083,34694609,191
1296,25/04/20,5:00 PM,Gujarat,-,-,265,127,2815,2423,308,25745083,34694609,256
1328,26/04/20,5:00 PM,Gujarat,-,-,282,133,3071,2656,308,25745083,34694609,230
1360,27/04/20,5:00 PM,Gujarat,-,-,313,151,3301,2837,308,25745083,34694609,247
1392,28/04/20,5:00 PM,Gujarat,-,-,394,162,3548,2992,308,25745083,34694609,226
1424,29/04/20,5:00 PM,Gujarat,-,-,434,181,3774,3159,308,25745083,34694609,308
1456,30/04/20,5:00 PM,Gujarat,-,-,527,197,4082,3358,308,25745083,34694609,313
1488,01/05/20,5:00 PM,Gujarat,-,-,613,214,4395,3568,308,25745083,34694609,326
1520,02/05/20,5:00 PM,Gujarat,-,-,735,236,4721,3750,308,25745083,34694609,334
1552,03/05/20,5:00 PM,Gujarat,-,-,896,262,5055,3897,308,25745083,34694609,373
1584,04/05/20,5:00 PM,Gujarat,-,-,1042,290,5428,4096,308,25745083,34694609,376
1616,05/05/20,5:00 PM,Gujarat,-,-,1195,319,5804,4290,308,25745083,34694609,441
1649,06/05/20,8:00 AM,Gujarat,-,-,1381,368,6245,4496,308,25745083,34694609,380
1682,07/05/20,8:00 AM,Gujarat,-,-,1500,396,6625,4729,308,25745083,34694609,387
1715,08/05/20,8:00 AM,Gujarat,-,-,1709,425,7012,4878,308,25745083,34694609,390
1748,09/05/20,8:00 AM,Gujarat,-,-,1872,449,7402,5081,308,25745083,34694609,394
1781,10/05/20,8:00 AM,Gujarat,-,-,2091,472,7796,5233,308,25745083,34694609,398
1814,11/05/20,8:00 AM,Gujarat,-,-,2545,493,8194,5156,308,25745083,34694609,347
1847,12/05/20,8:00 AM,Gujarat,-,-,2780,513,8541,5248,308,25745083,34694609,362
1880,13/05/20,8:00 AM,Gujarat,-,-,3246,537,8903,5120,308,25745083,34694609,364
1913,14/05/20,8:00 AM,Gujarat,-,-,3562,566,9267,5139,308,25745083,34694609,324
1946,15/05/20,8:00 AM,Gujarat,-,-,3753,586,9591,5252,308,25745083,34694609,340
1979,16/05/20,8:00 AM,Gujarat,-,-,4035,606,9931,5290,308,25745083,34694609,1057
2012,17/05/20,8:00 AM,Gujarat,-,-,4308,625,10988,6055,308,25745083,34694609,391
